frame_number,kp_0,kp_1,kp_2,kp_3,kp_4,kp_5,kp_6,kp_7,kp_8,kp_9,kp_10,kp_11,kp_12,kp_13,kp_14,kp_15,kp_16
10,"x: 147.8275, y: 1.4663, conf: 0.9261","x: 157.6342, y: 0.0000, conf: 0.6990","x: 134.5234, y: 0.0000, conf: 0.8144","x: 168.7347, y: 0.9911, conf: 0.3503","x: 111.0148, y: 2.0833, conf: 0.6791","x: 199.7581, y: 79.9914, conf: 0.9876","x: 76.4521, y: 85.2812, conf: 0.9919","x: 215.6241, y: 180.3394, conf: 0.9736","x: 61.8050, y: 197.7899, conf: 0.9793","x: 231.5088, y: 272.2748, conf: 0.9655","x: 84.3312, y: 299.7415, conf: 0.9709","x: 196.8816, y: 278.0446, conf: 0.9968","x: 115.0885, y: 284.5282, conf: 0.9973","x: 207.0359, y: 413.4428, conf: 0.8762","x: 117.2978, y: 425.7605, conf: 0.8856","x: 193.8940, y: 471.1335, conf: 0.1711","x: 130.2793, y: 480.0000, conf: 0.1737"
10,"x: 147.8275, y: 1.4663, conf: 0.9261","x: 157.6342, y: 0.0000, conf: 0.6990","x: 134.5234, y: 0.0000, conf: 0.8144","x: 168.7347, y: 0.9911, conf: 0.3503","x: 111.0148, y: 2.0833, conf: 0.6791","x: 199.7581, y: 79.9914, conf: 0.9876","x: 76.4521, y: 85.2812, conf: 0.9919","x: 215.6241, y: 180.3394, conf: 0.9736","x: 61.8050, y: 197.7899, conf: 0.9793","x: 231.5088, y: 272.2748, conf: 0.9655","x: 84.3312, y: 299.7415, conf: 0.9709","x: 196.8816, y: 278.0446, conf: 0.9968","x: 115.0885, y: 284.5282, conf: 0.9973","x: 207.0359, y: 413.4428, conf: 0.8762","x: 117.2978, y: 425.7605, conf: 0.8856","x: 193.8940, y: 471.1335, conf: 0.1711","x: 130.2793, y: 480.0000, conf: 0.1737"
12,"x: 147.8783, y: 1.4136, conf: 0.9293","x: 157.6443, y: 0.0000, conf: 0.7043","x: 134.4885, y: 0.0000, conf: 0.8227","x: 168.6423, y: 0.9641, conf: 0.3453","x: 110.7186, y: 2.0991, conf: 0.6857","x: 199.5214, y: 79.8597, conf: 0.9878","x: 76.4272, y: 85.0721, conf: 0.9922","x: 215.7122, y: 180.2038, conf: 0.9740","x: 61.6837, y: 197.4525, conf: 0.9802","x: 231.4642, y: 272.4846, conf: 0.9665","x: 84.1512, y: 300.1434, conf: 0.9723","x: 196.9042, y: 277.1584, conf: 0.9970","x: 115.2726, y: 283.6033, conf: 0.9974","x: 206.9083, y: 412.2963, conf: 0.8863","x: 117.3500, y: 424.4545, conf: 0.8959","x: 193.9936, y: 470.5776, conf: 0.1866","x: 130.0594, y: 480.0000, conf: 0.1905"
12,"x: 147.8783, y: 1.4136, conf: 0.9293","x: 157.6443, y: 0.0000, conf: 0.7043","x: 134.4885, y: 0.0000, conf: 0.8227","x: 168.6423, y: 0.9641, conf: 0.3453","x: 110.7186, y: 2.0991, conf: 0.6857","x: 199.5214, y: 79.8597, conf: 0.9878","x: 76.4272, y: 85.0721, conf: 0.9922","x: 215.7122, y: 180.2038, conf: 0.9740","x: 61.6837, y: 197.4525, conf: 0.9802","x: 231.4642, y: 272.4846, conf: 0.9665","x: 84.1512, y: 300.1434, conf: 0.9723","x: 196.9042, y: 277.1584, conf: 0.9970","x: 115.2726, y: 283.6033, conf: 0.9974","x: 206.9083, y: 412.2963, conf: 0.8863","x: 117.3500, y: 424.4545, conf: 0.8959","x: 193.9936, y: 470.5776, conf: 0.1866","x: 130.0594, y: 480.0000, conf: 0.1905"
14,"x: 149.7726, y: 0.0672, conf: 0.9143","x: 158.9103, y: 0.0000, conf: 0.6525","x: 136.7989, y: 0.0000, conf: 0.7888","x: 168.6563, y: 0.0000, conf: 0.3251","x: 113.2197, y: 0.6108, conf: 0.6835","x: 199.5639, y: 79.3506, conf: 0.9890","x: 77.3672, y: 83.2869, conf: 0.9924","x: 216.0105, y: 182.2659, conf: 0.9766","x: 61.1916, y: 196.7447, conf: 0.9801","x: 232.4796, y: 275.4738, conf: 0.9684","x: 85.2021, y: 299.2036, conf: 0.9719","x: 196.4558, y: 276.1349, conf: 0.9975","x: 115.9003, y: 282.2391, conf: 0.9978","x: 206.0324, y: 408.8762, conf: 0.9117","x: 118.8583, y: 420.7293, conf: 0.9158","x: 193.1935, y: 467.3617, conf: 0.2351","x: 133.0497, y: 480.0000, conf: 0.2334"
14,"x: 149.7726, y: 0.0672, conf: 0.9143","x: 158.9103, y: 0.0000, conf: 0.6525","x: 136.7989, y: 0.0000, conf: 0.7888","x: 168.6563, y: 0.0000, conf: 0.3251","x: 113.2197, y: 0.6108, conf: 0.6835","x: 199.5639, y: 79.3506, conf: 0.9890","x: 77.3672, y: 83.2869, conf: 0.9924","x: 216.0105, y: 182.2659, conf: 0.9766","x: 61.1916, y: 196.7447, conf: 0.9801","x: 232.4796, y: 275.4738, conf: 0.9684","x: 85.2021, y: 299.2036, conf: 0.9719","x: 196.4558, y: 276.1349, conf: 0.9975","x: 115.9003, y: 282.2391, conf: 0.9978","x: 206.0324, y: 408.8762, conf: 0.9117","x: 118.8583, y: 420.7293, conf: 0.9158","x: 193.1935, y: 467.3617, conf: 0.2351","x: 133.0497, y: 480.0000, conf: 0.2334"
16,"x: 149.5253, y: 0.0888, conf: 0.9137","x: 158.7008, y: 0.0000, conf: 0.6558","x: 136.6064, y: 0.0000, conf: 0.7840","x: 168.5929, y: 0.0000, conf: 0.3320","x: 113.1705, y: 0.6350, conf: 0.6727","x: 199.3932, y: 79.3783, conf: 0.9891","x: 77.5234, y: 83.3792, conf: 0.9922","x: 215.9031, y: 182.2116, conf: 0.9773","x: 61.4214, y: 196.8199, conf: 0.9798","x: 232.5221, y: 275.5405, conf: 0.9694","x: 85.2980, y: 299.0799, conf: 0.9719","x: 196.5044, y: 275.7407, conf: 0.9976","x: 116.1186, y: 281.8759, conf: 0.9978","x: 206.3324, y: 408.1640, conf: 0.9169","x: 119.0671, y: 420.0322, conf: 0.9197","x: 194.2051, y: 466.9814, conf: 0.2486","x: 133.5335, y: 480.0000, conf: 0.2454"
16,"x: 149.5253, y: 0.0888, conf: 0.9137","x: 158.7008, y: 0.0000, conf: 0.6558","x: 136.6064, y: 0.0000, conf: 0.7840","x: 168.5929, y: 0.0000, conf: 0.3320","x: 113.1705, y: 0.6350, conf: 0.6727","x: 199.3932, y: 79.3783, conf: 0.9891","x: 77.5234, y: 83.3792, conf: 0.9922","x: 215.9031, y: 182.2116, conf: 0.9773","x: 61.4214, y: 196.8199, conf: 0.9798","x: 232.5221, y: 275.5405, conf: 0.9694","x: 85.2980, y: 299.0799, conf: 0.9719","x: 196.5044, y: 275.7407, conf: 0.9976","x: 116.1186, y: 281.8759, conf: 0.9978","x: 206.3324, y: 408.1640, conf: 0.9169","x: 119.0671, y: 420.0322, conf: 0.9197","x: 194.2051, y: 466.9814, conf: 0.2486","x: 133.5335, y: 480.0000, conf: 0.2454"
18,"x: 151.4019, y: 0.0590, conf: 0.9155","x: 159.8778, y: 0.0000, conf: 0.6296","x: 137.8616, y: 0.0000, conf: 0.8019","x: 168.4269, y: 0.0000, conf: 0.2955","x: 113.1945, y: 1.8095, conf: 0.7259","x: 199.8000, y: 80.1420, conf: 0.9896","x: 77.8418, y: 85.4848, conf: 0.9934","x: 216.7186, y: 182.9254, conf: 0.9762","x: 62.7854, y: 199.6334, conf: 0.9824","x: 232.5339, y: 273.9411, conf: 0.9680","x: 86.6617, y: 300.7190, conf: 0.9743","x: 196.4365, y: 275.3358, conf: 0.9976","x: 116.0434, y: 281.9713, conf: 0.9980","x: 205.3602, y: 407.6522, conf: 0.9158","x: 118.1223, y: 420.5057, conf: 0.9232","x: 191.7253, y: 465.6661, conf: 0.2416","x: 131.5263, y: 480.0000, conf: 0.2441"
18,"x: 151.4019, y: 0.0590, conf: 0.9155","x: 159.8778, y: 0.0000, conf: 0.6296","x: 137.8616, y: 0.0000, conf: 0.8019","x: 168.4269, y: 0.0000, conf: 0.2955","x: 113.1945, y: 1.8095, conf: 0.7259","x: 199.8000, y: 80.1420, conf: 0.9896","x: 77.8418, y: 85.4848, conf: 0.9934","x: 216.7186, y: 182.9254, conf: 0.9762","x: 62.7854, y: 199.6334, conf: 0.9824","x: 232.5339, y: 273.9411, conf: 0.9680","x: 86.6617, y: 300.7190, conf: 0.9743","x: 196.4365, y: 275.3358, conf: 0.9976","x: 116.0434, y: 281.9713, conf: 0.9980","x: 205.3602, y: 407.6522, conf: 0.9158","x: 118.1223, y: 420.5057, conf: 0.9232","x: 191.7253, y: 465.6661, conf: 0.2416","x: 131.5263, y: 480.0000, conf: 0.2441"
20,"x: 149.7487, y: 1.2675, conf: 0.9095","x: 158.7389, y: 0.0000, conf: 0.6194","x: 136.1871, y: 0.0000, conf: 0.7897","x: 168.3039, y: 0.0000, conf: 0.2800","x: 111.8591, y: 2.0466, conf: 0.6933","x: 199.5113, y: 79.1639, conf: 0.9868","x: 77.5610, y: 84.3319, conf: 0.9922","x: 216.1367, y: 182.7112, conf: 0.9728","x: 62.7496, y: 198.1425, conf: 0.9816","x: 232.7858, y: 275.3354, conf: 0.9650","x: 86.4812, y: 298.2378, conf: 0.9739","x: 197.4419, y: 277.1180, conf: 0.9971","x: 116.7778, y: 283.6206, conf: 0.9976","x: 205.4359, y: 410.8110, conf: 0.8928","x: 117.8203, y: 423.4922, conf: 0.9054","x: 192.2181, y: 468.7727, conf: 0.1958","x: 130.3280, y: 480.0000, conf: 0.2028"
20,"x: 149.7487, y: 1.2675, conf: 0.9095","x: 158.7389, y: 0.0000, conf: 0.6194","x: 136.1871, y: 0.0000, conf: 0.7897","x: 168.3039, y: 0.0000, conf: 0.2800","x: 111.8591, y: 2.0466, conf: 0.6933","x: 199.5113, y: 79.1639, conf: 0.9868","x: 77.5610, y: 84.3319, conf: 0.9922","x: 216.1367, y: 182.7112, conf: 0.9728","x: 62.7496, y: 198.1425, conf: 0.9816","x: 232.7858, y: 275.3354, conf: 0.9650","x: 86.4812, y: 298.2378, conf: 0.9739","x: 197.4419, y: 277.1180, conf: 0.9971","x: 116.7778, y: 283.6206, conf: 0.9976","x: 205.4359, y: 410.8110, conf: 0.8928","x: 117.8203, y: 423.4922, conf: 0.9054","x: 192.2181, y: 468.7727, conf: 0.1958","x: 130.3280, y: 480.0000, conf: 0.2028"
22,"x: 149.3793, y: 1.9077, conf: 0.9051","x: 158.3597, y: 0.0000, conf: 0.6159","x: 136.0152, y: 0.0000, conf: 0.7748","x: 168.0181, y: 0.7900, conf: 0.2930","x: 112.0373, y: 2.7406, conf: 0.6784","x: 199.7697, y: 79.5604, conf: 0.9878","x: 76.9891, y: 84.1577, conf: 0.9921","x: 216.3884, y: 181.7102, conf: 0.9753","x: 61.9772, y: 196.2274, conf: 0.9812","x: 232.5677, y: 275.2310, conf: 0.9680","x: 86.8934, y: 298.1979, conf: 0.9738","x: 196.2124, y: 275.7562, conf: 0.9975","x: 115.0339, y: 281.9868, conf: 0.9979","x: 204.5578, y: 408.7820, conf: 0.9122","x: 116.0377, y: 421.2021, conf: 0.9196","x: 190.9709, y: 469.1716, conf: 0.2346","x: 128.8832, y: 480.0000, conf: 0.2377"
22,"x: 149.3793, y: 1.9077, conf: 0.9051","x: 158.3597, y: 0.0000, conf: 0.6159","x: 136.0152, y: 0.0000, conf: 0.7748","x: 168.0181, y: 0.7900, conf: 0.2930","x: 112.0373, y: 2.7406, conf: 0.6784","x: 199.7697, y: 79.5604, conf: 0.9878","x: 76.9891, y: 84.1577, conf: 0.9921","x: 216.3884, y: 181.7102, conf: 0.9753","x: 61.9772, y: 196.2274, conf: 0.9812","x: 232.5677, y: 275.2310, conf: 0.9680","x: 86.8934, y: 298.1979, conf: 0.9738","x: 196.2124, y: 275.7562, conf: 0.9975","x: 115.0339, y: 281.9868, conf: 0.9979","x: 204.5578, y: 408.7820, conf: 0.9122","x: 116.0377, y: 421.2021, conf: 0.9196","x: 190.9709, y: 469.1716, conf: 0.2346","x: 128.8832, y: 480.0000, conf: 0.2377"
24,"x: 149.5650, y: 1.8264, conf: 0.9078","x: 158.5425, y: 0.0000, conf: 0.6263","x: 136.1193, y: 0.0000, conf: 0.7779","x: 168.2265, y: 0.7759, conf: 0.3031","x: 112.0855, y: 2.8888, conf: 0.6793","x: 199.9643, y: 79.6538, conf: 0.9885","x: 77.0657, y: 84.3912, conf: 0.9923","x: 216.3543, y: 181.9061, conf: 0.9764","x: 61.9786, y: 196.6017, conf: 0.9813","x: 232.5968, y: 275.3180, conf: 0.9691","x: 86.8566, y: 298.5938, conf: 0.9739","x: 196.1479, y: 275.5569, conf: 0.9976","x: 114.8788, y: 281.8492, conf: 0.9980","x: 204.5026, y: 408.0807, conf: 0.9194","x: 115.6277, y: 420.6491, conf: 0.9251","x: 190.9769, y: 468.8921, conf: 0.2527","x: 128.4308, y: 480.0000, conf: 0.2540"
24,"x: 149.5650, y: 1.8264, conf: 0.9078","x: 158.5425, y: 0.0000, conf: 0.6263","x: 136.1193, y: 0.0000, conf: 0.7779","x: 168.2265, y: 0.7759, conf: 0.3031","x: 112.0855, y: 2.8888, conf: 0.6793","x: 199.9643, y: 79.6538, conf: 0.9885","x: 77.0657, y: 84.3912, conf: 0.9923","x: 216.3543, y: 181.9061, conf: 0.9764","x: 61.9786, y: 196.6017, conf: 0.9813","x: 232.5968, y: 275.3180, conf: 0.9691","x: 86.8566, y: 298.5938, conf: 0.9739","x: 196.1479, y: 275.5569, conf: 0.9976","x: 114.8788, y: 281.8492, conf: 0.9980","x: 204.5026, y: 408.0807, conf: 0.9194","x: 115.6277, y: 420.6491, conf: 0.9251","x: 190.9769, y: 468.8921, conf: 0.2527","x: 128.4308, y: 480.0000, conf: 0.2540"
26,"x: 148.7993, y: 2.0982, conf: 0.9059","x: 158.2070, y: 0.0000, conf: 0.6490","x: 136.5322, y: 0.0000, conf: 0.7594","x: 169.0429, y: 2.0643, conf: 0.3744","x: 115.3276, y: 2.8095, conf: 0.6448","x: 200.9642, y: 80.7752, conf: 0.9887","x: 79.6387, y: 83.8510, conf: 0.9930","x: 218.2523, y: 184.9911, conf: 0.9767","x: 63.8081, y: 197.1764, conf: 0.9824","x: 232.9650, y: 275.2797, conf: 0.9690","x: 86.7575, y: 297.5639, conf: 0.9739","x: 195.6619, y: 277.8165, conf: 0.9976","x: 115.2126, y: 283.0406, conf: 0.9980","x: 204.8081, y: 407.1904, conf: 0.9185","x: 115.1009, y: 417.6404, conf: 0.9265","x: 195.6115, y: 469.7482, conf: 0.2569","x: 130.4987, y: 480.0000, conf: 0.2654"
26,"x: 148.7993, y: 2.0982, conf: 0.9059","x: 158.2070, y: 0.0000, conf: 0.6490","x: 136.5322, y: 0.0000, conf: 0.7594","x: 169.0429, y: 2.0643, conf: 0.3744","x: 115.3276, y: 2.8095, conf: 0.6448","x: 200.9642, y: 80.7752, conf: 0.9887","x: 79.6387, y: 83.8510, conf: 0.9930","x: 218.2523, y: 184.9911, conf: 0.9767","x: 63.8081, y: 197.1764, conf: 0.9824","x: 232.9650, y: 275.2797, conf: 0.9690","x: 86.7575, y: 297.5639, conf: 0.9739","x: 195.6619, y: 277.8165, conf: 0.9976","x: 115.2126, y: 283.0406, conf: 0.9980","x: 204.8081, y: 407.1904, conf: 0.9185","x: 115.1009, y: 417.6404, conf: 0.9265","x: 195.6115, y: 469.7482, conf: 0.2569","x: 130.4987, y: 480.0000, conf: 0.2654"
28,"x: 148.7992, y: 2.0946, conf: 0.9053","x: 158.1977, y: 0.0000, conf: 0.6472","x: 136.5311, y: 0.0000, conf: 0.7584","x: 169.0168, y: 2.0486, conf: 0.3732","x: 115.3218, y: 2.8074, conf: 0.6446","x: 200.9554, y: 80.7526, conf: 0.9887","x: 79.6354, y: 83.8374, conf: 0.9930","x: 218.2566, y: 184.9836, conf: 0.9767","x: 63.8205, y: 197.1702, conf: 0.9824","x: 232.9656, y: 275.2834, conf: 0.9690","x: 86.7519, y: 297.5639, conf: 0.9739","x: 195.6669, y: 277.8086, conf: 0.9976","x: 115.2197, y: 283.0365, conf: 0.9980","x: 204.8142, y: 407.1868, conf: 0.9186","x: 115.1021, y: 417.6453, conf: 0.9266","x: 195.6163, y: 469.7423, conf: 0.2571","x: 130.4950, y: 480.0000, conf: 0.2657"
28,"x: 148.7992, y: 2.0946, conf: 0.9053","x: 158.1977, y: 0.0000, conf: 0.6472","x: 136.5311, y: 0.0000, conf: 0.7584","x: 169.0168, y: 2.0486, conf: 0.3732","x: 115.3218, y: 2.8074, conf: 0.6446","x: 200.9554, y: 80.7526, conf: 0.9887","x: 79.6354, y: 83.8374, conf: 0.9930","x: 218.2566, y: 184.9836, conf: 0.9767","x: 63.8205, y: 197.1702, conf: 0.9824","x: 232.9656, y: 275.2834, conf: 0.9690","x: 86.7519, y: 297.5639, conf: 0.9739","x: 195.6669, y: 277.8086, conf: 0.9976","x: 115.2197, y: 283.0365, conf: 0.9980","x: 204.8142, y: 407.1868, conf: 0.9186","x: 115.1021, y: 417.6453, conf: 0.9266","x: 195.6163, y: 469.7423, conf: 0.2571","x: 130.4950, y: 480.0000, conf: 0.2657"
30,"x: 149.9338, y: 0.0965, conf: 0.9275","x: 158.8508, y: 0.0000, conf: 0.6870","x: 136.3773, y: 0.0000, conf: 0.8185","x: 168.4286, y: 0.4669, conf: 0.3388","x: 112.1721, y: 2.5309, conf: 0.7035","x: 199.9977, y: 80.6477, conf: 0.9899","x: 77.8047, y: 85.0835, conf: 0.9932","x: 217.4603, y: 183.4433, conf: 0.9778","x: 63.2324, y: 197.2945, conf: 0.9820","x: 232.9219, y: 275.8521, conf: 0.9714","x: 86.7401, y: 298.4005, conf: 0.9752","x: 195.6640, y: 274.3150, conf: 0.9978","x: 114.9376, y: 280.3083, conf: 0.9981","x: 203.5871, y: 404.3290, conf: 0.9320","x: 115.1691, y: 416.2953, conf: 0.9363","x: 192.2094, y: 467.3842, conf: 0.2973","x: 129.1325, y: 480.0000, conf: 0.2979"
30,"x: 149.9338, y: 0.0965, conf: 0.9275","x: 158.8508, y: 0.0000, conf: 0.6870","x: 136.3773, y: 0.0000, conf: 0.8185","x: 168.4286, y: 0.4669, conf: 0.3388","x: 112.1721, y: 2.5309, conf: 0.7035","x: 199.9977, y: 80.6477, conf: 0.9899","x: 77.8047, y: 85.0835, conf: 0.9932","x: 217.4603, y: 183.4433, conf: 0.9778","x: 63.2324, y: 197.2945, conf: 0.9820","x: 232.9219, y: 275.8521, conf: 0.9714","x: 86.7401, y: 298.4005, conf: 0.9752","x: 195.6640, y: 274.3150, conf: 0.9978","x: 114.9376, y: 280.3083, conf: 0.9981","x: 203.5871, y: 404.3290, conf: 0.9320","x: 115.1691, y: 416.2953, conf: 0.9363","x: 192.2094, y: 467.3842, conf: 0.2973","x: 129.1325, y: 480.0000, conf: 0.2979"
