frame_number,kp_0,kp_1,kp_2,kp_3,kp_4,kp_5,kp_6,kp_7,kp_8,kp_9,kp_10,kp_11,kp_12,kp_13,kp_14,kp_15,kp_16
474,"x: 289.3118, y: 163.6344, conf: 0.9981","x: 298.5872, y: 152.7720, conf: 0.9719","x: 277.6413, y: 151.7970, conf: 0.9966","x: 305.9073, y: 158.5578, conf: 0.3163","x: 253.1215, y: 155.2457, conf: 0.9726","x: 320.2178, y: 216.2542, conf: 0.9969","x: 223.2367, y: 221.1934, conf: 0.9975","x: 386.6060, y: 255.4372, conf: 0.9722","x: 205.5799, y: 301.9953, conf: 0.9815","x: 454.4778, y: 258.1994, conf: 0.9574","x: 186.1295, y: 379.2000, conf: 0.9596","x: 288.9869, y: 374.3053, conf: 0.9871","x: 227.1826, y: 376.8299, conf: 0.9885","x: 286.3238, y: 474.3711, conf: 0.4888","x: 219.6572, y: 476.4088, conf: 0.5057","x: 269.5154, y: 480.0000, conf: 0.0338","x: 213.6160, y: 480.0000, conf: 0.0295"
476,"x: 288.5039, y: 164.4256, conf: 0.9966","x: 297.7416, y: 153.2908, conf: 0.9727","x: 276.7350, y: 152.0964, conf: 0.9897","x: 305.5639, y: 158.9991, conf: 0.4862","x: 253.3383, y: 155.8251, conf: 0.9195","x: 322.9243, y: 216.7440, conf: 0.9975","x: 222.6657, y: 223.3811, conf: 0.9939","x: 386.8183, y: 254.5504, conf: 0.9819","x: 196.3910, y: 307.8330, conf: 0.9526","x: 458.1668, y: 257.4064, conf: 0.9619","x: 190.4549, y: 379.1715, conf: 0.9143","x: 290.7043, y: 377.8066, conf: 0.9846","x: 226.9964, y: 381.8248, conf: 0.9770","x: 285.4437, y: 467.2416, conf: 0.4482","x: 217.4292, y: 472.3650, conf: 0.3436","x: 258.8760, y: 480.0000, conf: 0.0306","x: 205.6466, y: 480.0000, conf: 0.0196"
476,"x: 288.5039, y: 164.4256, conf: 0.9966","x: 297.7416, y: 153.2908, conf: 0.9727","x: 276.7350, y: 152.0964, conf: 0.9897","x: 305.5639, y: 158.9991, conf: 0.4862","x: 253.3383, y: 155.8251, conf: 0.9195","x: 322.9243, y: 216.7440, conf: 0.9975","x: 222.6657, y: 223.3811, conf: 0.9939","x: 386.8183, y: 254.5504, conf: 0.9819","x: 196.3910, y: 307.8330, conf: 0.9526","x: 458.1668, y: 257.4064, conf: 0.9619","x: 190.4549, y: 379.1715, conf: 0.9143","x: 290.7043, y: 377.8066, conf: 0.9846","x: 226.9964, y: 381.8248, conf: 0.9770","x: 285.4437, y: 467.2416, conf: 0.4482","x: 217.4292, y: 472.3650, conf: 0.3436","x: 258.8760, y: 480.0000, conf: 0.0306","x: 205.6466, y: 480.0000, conf: 0.0196"
478,"x: 288.5414, y: 164.4122, conf: 0.9966","x: 297.7702, y: 153.2401, conf: 0.9730","x: 276.7220, y: 152.0867, conf: 0.9898","x: 305.6203, y: 158.9189, conf: 0.4896","x: 253.3058, y: 155.8696, conf: 0.9201","x: 323.0623, y: 216.7348, conf: 0.9975","x: 222.7128, y: 223.5350, conf: 0.9940","x: 386.7574, y: 254.4447, conf: 0.9818","x: 196.3916, y: 307.9362, conf: 0.9532","x: 457.8156, y: 257.3490, conf: 0.9617","x: 190.5354, y: 379.2812, conf: 0.9149","x: 290.7798, y: 377.7723, conf: 0.9847","x: 227.0126, y: 381.8463, conf: 0.9774","x: 285.4439, y: 466.9195, conf: 0.4521","x: 217.3492, y: 472.1447, conf: 0.3489","x: 258.6531, y: 480.0000, conf: 0.0313","x: 205.4555, y: 480.0000, conf: 0.0201"
478,"x: 288.5414, y: 164.4122, conf: 0.9966","x: 297.7702, y: 153.2401, conf: 0.9730","x: 276.7220, y: 152.0867, conf: 0.9898","x: 305.6203, y: 158.9189, conf: 0.4896","x: 253.3058, y: 155.8696, conf: 0.9201","x: 323.0623, y: 216.7348, conf: 0.9975","x: 222.7128, y: 223.5350, conf: 0.9940","x: 386.7574, y: 254.4447, conf: 0.9818","x: 196.3916, y: 307.9362, conf: 0.9532","x: 457.8156, y: 257.3490, conf: 0.9617","x: 190.5354, y: 379.2812, conf: 0.9149","x: 290.7798, y: 377.7723, conf: 0.9847","x: 227.0126, y: 381.8463, conf: 0.9774","x: 285.4439, y: 466.9195, conf: 0.4521","x: 217.3492, y: 472.1447, conf: 0.3489","x: 258.6531, y: 480.0000, conf: 0.0313","x: 205.4555, y: 480.0000, conf: 0.0201"
480,"x: 290.0945, y: 162.9750, conf: 0.9979","x: 298.8427, y: 153.1126, conf: 0.9710","x: 278.8810, y: 151.8596, conf: 0.9964","x: 305.4380, y: 160.2814, conf: 0.3404","x: 255.1586, y: 156.6973, conf: 0.9729","x: 319.4664, y: 217.2827, conf: 0.9967","x: 224.0870, y: 222.7244, conf: 0.9977","x: 379.7090, y: 257.2291, conf: 0.9705","x: 206.8296, y: 301.6715, conf: 0.9835","x: 447.6613, y: 269.2888, conf: 0.9545","x: 188.9275, y: 377.2309, conf: 0.9627","x: 290.3728, y: 370.6653, conf: 0.9882","x: 229.0170, y: 373.9446, conf: 0.9902","x: 291.9647, y: 470.2618, conf: 0.5329","x: 222.1836, y: 474.3056, conf: 0.5665","x: 275.3356, y: 480.0000, conf: 0.0421","x: 215.4419, y: 480.0000, conf: 0.0389"
480,"x: 290.0945, y: 162.9750, conf: 0.9979","x: 298.8427, y: 153.1126, conf: 0.9710","x: 278.8810, y: 151.8596, conf: 0.9964","x: 305.4380, y: 160.2814, conf: 0.3404","x: 255.1586, y: 156.6973, conf: 0.9729","x: 319.4664, y: 217.2827, conf: 0.9967","x: 224.0870, y: 222.7244, conf: 0.9977","x: 379.7090, y: 257.2291, conf: 0.9705","x: 206.8296, y: 301.6715, conf: 0.9835","x: 447.6613, y: 269.2888, conf: 0.9545","x: 188.9275, y: 377.2309, conf: 0.9627","x: 290.3728, y: 370.6653, conf: 0.9882","x: 229.0170, y: 373.9446, conf: 0.9902","x: 291.9647, y: 470.2618, conf: 0.5329","x: 222.1836, y: 474.3056, conf: 0.5665","x: 275.3356, y: 480.0000, conf: 0.0421","x: 215.4419, y: 480.0000, conf: 0.0389"
482,"x: 290.3642, y: 163.6474, conf: 0.9980","x: 299.2200, y: 153.4661, conf: 0.9719","x: 278.9443, y: 152.2503, conf: 0.9966","x: 305.8510, y: 159.8653, conf: 0.3354","x: 254.8028, y: 156.3091, conf: 0.9739","x: 319.2587, y: 217.2247, conf: 0.9964","x: 225.1436, y: 222.1107, conf: 0.9978","x: 374.0541, y: 262.5646, conf: 0.9668","x: 207.8507, y: 300.8035, conf: 0.9840","x: 437.4370, y: 287.1534, conf: 0.9499","x: 189.4240, y: 378.8884, conf: 0.9640","x: 292.1551, y: 370.9258, conf: 0.9870","x: 232.2128, y: 373.9858, conf: 0.9898","x: 287.8124, y: 469.5902, conf: 0.5166","x: 224.1336, y: 474.0487, conf: 0.5624","x: 267.0763, y: 480.0000, conf: 0.0407","x: 218.1048, y: 480.0000, conf: 0.0389"
482,"x: 290.3642, y: 163.6474, conf: 0.9980","x: 299.2200, y: 153.4661, conf: 0.9719","x: 278.9443, y: 152.2503, conf: 0.9966","x: 305.8510, y: 159.8653, conf: 0.3354","x: 254.8028, y: 156.3091, conf: 0.9739","x: 319.2587, y: 217.2247, conf: 0.9964","x: 225.1436, y: 222.1107, conf: 0.9978","x: 374.0541, y: 262.5646, conf: 0.9668","x: 207.8507, y: 300.8035, conf: 0.9840","x: 437.4370, y: 287.1534, conf: 0.9499","x: 189.4240, y: 378.8884, conf: 0.9640","x: 292.1551, y: 370.9258, conf: 0.9870","x: 232.2128, y: 373.9858, conf: 0.9898","x: 287.8124, y: 469.5902, conf: 0.5166","x: 224.1336, y: 474.0487, conf: 0.5624","x: 267.0763, y: 480.0000, conf: 0.0407","x: 218.1048, y: 480.0000, conf: 0.0389"
484,"x: 289.7167, y: 162.8978, conf: 0.9979","x: 298.4286, y: 152.7218, conf: 0.9736","x: 278.6365, y: 151.8146, conf: 0.9962","x: 305.5854, y: 158.9154, conf: 0.3927","x: 255.8904, y: 156.0986, conf: 0.9693","x: 320.8803, y: 217.3047, conf: 0.9960","x: 226.8047, y: 220.7779, conf: 0.9977","x: 371.6468, y: 268.0204, conf: 0.9622","x: 207.1973, y: 298.9532, conf: 0.9829","x: 425.2188, y: 297.0915, conf: 0.9438","x: 188.8301, y: 379.3534, conf: 0.9613","x: 293.3579, y: 369.7492, conf: 0.9842","x: 233.8033, y: 371.8884, conf: 0.9882","x: 285.4378, y: 468.8763, conf: 0.4803","x: 224.7710, y: 472.0090, conf: 0.5337","x: 265.5384, y: 480.0000, conf: 0.0366","x: 221.8959, y: 480.0000, conf: 0.0363"
484,"x: 289.7167, y: 162.8978, conf: 0.9979","x: 298.4286, y: 152.7218, conf: 0.9736","x: 278.6365, y: 151.8146, conf: 0.9962","x: 305.5854, y: 158.9154, conf: 0.3927","x: 255.8904, y: 156.0986, conf: 0.9693","x: 320.8803, y: 217.3047, conf: 0.9960","x: 226.8047, y: 220.7779, conf: 0.9977","x: 371.6468, y: 268.0204, conf: 0.9622","x: 207.1973, y: 298.9532, conf: 0.9829","x: 425.2188, y: 297.0915, conf: 0.9438","x: 188.8301, y: 379.3534, conf: 0.9613","x: 293.3579, y: 369.7492, conf: 0.9842","x: 233.8033, y: 371.8884, conf: 0.9882","x: 285.4378, y: 468.8763, conf: 0.4803","x: 224.7710, y: 472.0090, conf: 0.5337","x: 265.5384, y: 480.0000, conf: 0.0366","x: 221.8959, y: 480.0000, conf: 0.0363"
486,"x: 289.6936, y: 162.8919, conf: 0.9979","x: 298.3841, y: 152.7086, conf: 0.9733","x: 278.6288, y: 151.7971, conf: 0.9962","x: 305.4473, y: 158.8858, conf: 0.3849","x: 255.7900, y: 156.0243, conf: 0.9696","x: 320.8195, y: 217.3275, conf: 0.9959","x: 226.6998, y: 220.6242, conf: 0.9976","x: 372.4248, y: 268.3370, conf: 0.9616","x: 207.2687, y: 298.9535, conf: 0.9823","x: 425.4263, y: 297.2790, conf: 0.9428","x: 188.8917, y: 379.3387, conf: 0.9602","x: 292.8407, y: 369.9214, conf: 0.9836","x: 233.3830, y: 371.8910, conf: 0.9876","x: 284.0820, y: 469.0131, conf: 0.4716","x: 224.2739, y: 471.8472, conf: 0.5232","x: 264.1066, y: 480.0000, conf: 0.0355","x: 221.6887, y: 480.0000, conf: 0.0349"
486,"x: 289.6936, y: 162.8919, conf: 0.9979","x: 298.3841, y: 152.7086, conf: 0.9733","x: 278.6288, y: 151.7971, conf: 0.9962","x: 305.4473, y: 158.8858, conf: 0.3849","x: 255.7900, y: 156.0243, conf: 0.9696","x: 320.8195, y: 217.3275, conf: 0.9959","x: 226.6998, y: 220.6242, conf: 0.9976","x: 372.4248, y: 268.3370, conf: 0.9616","x: 207.2687, y: 298.9535, conf: 0.9823","x: 425.4263, y: 297.2790, conf: 0.9428","x: 188.8917, y: 379.3387, conf: 0.9602","x: 292.8407, y: 369.9214, conf: 0.9836","x: 233.3830, y: 371.8910, conf: 0.9876","x: 284.0820, y: 469.0131, conf: 0.4716","x: 224.2739, y: 471.8472, conf: 0.5232","x: 264.1066, y: 480.0000, conf: 0.0355","x: 221.6887, y: 480.0000, conf: 0.0349"
488,"x: 289.6957, y: 164.1956, conf: 0.9981","x: 299.2617, y: 153.8058, conf: 0.9723","x: 279.1379, y: 152.4097, conf: 0.9970","x: 306.7497, y: 159.6261, conf: 0.3608","x: 255.8086, y: 155.3600, conf: 0.9742","x: 322.2368, y: 219.7820, conf: 0.9950","x: 225.0387, y: 220.7889, conf: 0.9982","x: 380.9064, y: 277.1890, conf: 0.9514","x: 209.8925, y: 298.8837, conf: 0.9864","x: 415.0399, y: 313.5463, conf: 0.9416","x: 187.7656, y: 377.2965, conf: 0.9698","x: 291.0255, y: 373.8178, conf: 0.9834","x: 230.0020, y: 373.6125, conf: 0.9896","x: 284.7942, y: 475.4346, conf: 0.4892","x: 228.6959, y: 473.6755, conf: 0.5887","x: 273.5690, y: 480.0000, conf: 0.0385","x: 237.3971, y: 480.0000, conf: 0.0434"
488,"x: 289.6957, y: 164.1956, conf: 0.9981","x: 299.2617, y: 153.8058, conf: 0.9723","x: 279.1379, y: 152.4097, conf: 0.9970","x: 306.7497, y: 159.6261, conf: 0.3608","x: 255.8086, y: 155.3600, conf: 0.9742","x: 322.2368, y: 219.7820, conf: 0.9950","x: 225.0387, y: 220.7889, conf: 0.9982","x: 380.9064, y: 277.1890, conf: 0.9514","x: 209.8925, y: 298.8837, conf: 0.9864","x: 415.0399, y: 313.5463, conf: 0.9416","x: 187.7656, y: 377.2965, conf: 0.9698","x: 291.0255, y: 373.8178, conf: 0.9834","x: 230.0020, y: 373.6125, conf: 0.9896","x: 284.7942, y: 475.4346, conf: 0.4892","x: 228.6959, y: 473.6755, conf: 0.5887","x: 273.5690, y: 480.0000, conf: 0.0385","x: 237.3971, y: 480.0000, conf: 0.0434"
490,"x: 289.6852, y: 164.2061, conf: 0.9981","x: 299.2751, y: 153.8231, conf: 0.9725","x: 279.1130, y: 152.4171, conf: 0.9970","x: 306.8306, y: 159.6754, conf: 0.3648","x: 255.8502, y: 155.3876, conf: 0.9740","x: 322.3613, y: 219.9017, conf: 0.9951","x: 225.0321, y: 220.8989, conf: 0.9982","x: 380.7433, y: 277.2604, conf: 0.9515","x: 209.8191, y: 298.9001, conf: 0.9865","x: 416.3723, y: 314.2216, conf: 0.9415","x: 187.9121, y: 377.0991, conf: 0.9699","x: 291.3541, y: 373.8265, conf: 0.9835","x: 230.2904, y: 373.7004, conf: 0.9897","x: 285.3071, y: 475.5640, conf: 0.4888","x: 229.2775, y: 474.0820, conf: 0.5890","x: 273.5376, y: 480.0000, conf: 0.0384","x: 237.8495, y: 480.0000, conf: 0.0434"
490,"x: 289.6852, y: 164.2061, conf: 0.9981","x: 299.2751, y: 153.8231, conf: 0.9725","x: 279.1130, y: 152.4171, conf: 0.9970","x: 306.8306, y: 159.6754, conf: 0.3648","x: 255.8502, y: 155.3876, conf: 0.9740","x: 322.3613, y: 219.9017, conf: 0.9951","x: 225.0321, y: 220.8989, conf: 0.9982","x: 380.7433, y: 277.2604, conf: 0.9515","x: 209.8191, y: 298.9001, conf: 0.9865","x: 416.3723, y: 314.2216, conf: 0.9415","x: 187.9121, y: 377.0991, conf: 0.9699","x: 291.3541, y: 373.8265, conf: 0.9835","x: 230.2904, y: 373.7004, conf: 0.9897","x: 285.3071, y: 475.5640, conf: 0.4888","x: 229.2775, y: 474.0820, conf: 0.5890","x: 273.5376, y: 480.0000, conf: 0.0384","x: 237.8495, y: 480.0000, conf: 0.0434"
492,"x: 289.7211, y: 164.2098, conf: 0.9981","x: 298.3903, y: 153.9789, conf: 0.9785","x: 279.0652, y: 152.8560, conf: 0.9961","x: 306.4385, y: 159.9283, conf: 0.4636","x: 257.0159, y: 156.9148, conf: 0.9593","x: 323.9757, y: 221.5531, conf: 0.9963","x: 227.0676, y: 221.8577, conf: 0.9980","x: 371.2478, y: 279.8667, conf: 0.9658","x: 206.9153, y: 298.8068, conf: 0.9840","x: 405.3304, y: 307.4804, conf: 0.9453","x: 187.3271, y: 379.3411, conf: 0.9589","x: 294.4631, y: 372.5891, conf: 0.9880","x: 231.4612, y: 372.8411, conf: 0.9906","x: 296.0305, y: 473.7165, conf: 0.4821","x: 225.6814, y: 472.8699, conf: 0.5264","x: 285.7837, y: 480.0000, conf: 0.0371","x: 225.9720, y: 480.0000, conf: 0.0370"
492,"x: 289.7211, y: 164.2098, conf: 0.9981","x: 298.3903, y: 153.9789, conf: 0.9785","x: 279.0652, y: 152.8560, conf: 0.9961","x: 306.4385, y: 159.9283, conf: 0.4636","x: 257.0159, y: 156.9148, conf: 0.9593","x: 323.9757, y: 221.5531, conf: 0.9963","x: 227.0676, y: 221.8577, conf: 0.9980","x: 371.2478, y: 279.8667, conf: 0.9658","x: 206.9153, y: 298.8068, conf: 0.9840","x: 405.3304, y: 307.4804, conf: 0.9453","x: 187.3271, y: 379.3411, conf: 0.9589","x: 294.4631, y: 372.5891, conf: 0.9880","x: 231.4612, y: 372.8411, conf: 0.9906","x: 296.0305, y: 473.7165, conf: 0.4821","x: 225.6814, y: 472.8699, conf: 0.5264","x: 285.7837, y: 480.0000, conf: 0.0371","x: 225.9720, y: 480.0000, conf: 0.0370"
494,"x: 290.3863, y: 163.1808, conf: 0.9978","x: 299.4863, y: 153.1729, conf: 0.9764","x: 279.5742, y: 151.9393, conf: 0.9959","x: 307.3932, y: 159.6452, conf: 0.4636","x: 257.2045, y: 156.2264, conf: 0.9611","x: 323.0973, y: 221.5430, conf: 0.9950","x: 228.8878, y: 219.7581, conf: 0.9976","x: 365.3147, y: 287.4663, conf: 0.9535","x: 208.4454, y: 298.3985, conf: 0.9812","x: 397.5399, y: 327.0377, conf: 0.9323","x: 189.2121, y: 377.2900, conf: 0.9586","x: 295.9445, y: 372.9738, conf: 0.9803","x: 235.7031, y: 372.2966, conf: 0.9861","x: 286.5200, y: 470.1155, conf: 0.4659","x: 223.9214, y: 468.8776, conf: 0.5266","x: 275.8927, y: 480.0000, conf: 0.0393","x: 229.5739, y: 480.0000, conf: 0.0407"
494,"x: 290.3863, y: 163.1808, conf: 0.9978","x: 299.4863, y: 153.1729, conf: 0.9764","x: 279.5742, y: 151.9393, conf: 0.9959","x: 307.3932, y: 159.6452, conf: 0.4636","x: 257.2045, y: 156.2264, conf: 0.9611","x: 323.0973, y: 221.5430, conf: 0.9950","x: 228.8878, y: 219.7581, conf: 0.9976","x: 365.3147, y: 287.4663, conf: 0.9535","x: 208.4454, y: 298.3985, conf: 0.9812","x: 397.5399, y: 327.0377, conf: 0.9323","x: 189.2121, y: 377.2900, conf: 0.9586","x: 295.9445, y: 372.9738, conf: 0.9803","x: 235.7031, y: 372.2966, conf: 0.9861","x: 286.5200, y: 470.1155, conf: 0.4659","x: 223.9214, y: 468.8776, conf: 0.5266","x: 275.8927, y: 480.0000, conf: 0.0393","x: 229.5739, y: 480.0000, conf: 0.0407"
496,"x: 290.3078, y: 163.2387, conf: 0.9978","x: 299.4263, y: 153.1996, conf: 0.9769","x: 279.4989, y: 152.0061, conf: 0.9959","x: 307.4035, y: 159.6322, conf: 0.4724","x: 257.2765, y: 156.2830, conf: 0.9608","x: 323.0001, y: 221.6047, conf: 0.9951","x: 229.1087, y: 219.7513, conf: 0.9976","x: 365.7872, y: 288.1464, conf: 0.9549","x: 208.3848, y: 298.3545, conf: 0.9817","x: 399.6144, y: 330.4760, conf: 0.9337","x: 188.9833, y: 377.4598, conf: 0.9594","x: 296.0467, y: 372.8867, conf: 0.9807","x: 236.0378, y: 372.2604, conf: 0.9864","x: 287.5710, y: 469.5097, conf: 0.4728","x: 224.8831, y: 468.4930, conf: 0.5336","x: 277.9676, y: 480.0000, conf: 0.0405","x: 230.8965, y: 480.0000, conf: 0.0420"
496,"x: 290.3078, y: 163.2387, conf: 0.9978","x: 299.4263, y: 153.1996, conf: 0.9769","x: 279.4989, y: 152.0061, conf: 0.9959","x: 307.4035, y: 159.6322, conf: 0.4724","x: 257.2765, y: 156.2830, conf: 0.9608","x: 323.0001, y: 221.6047, conf: 0.9951","x: 229.1087, y: 219.7513, conf: 0.9976","x: 365.7872, y: 288.1464, conf: 0.9549","x: 208.3848, y: 298.3545, conf: 0.9817","x: 399.6144, y: 330.4760, conf: 0.9337","x: 188.9833, y: 377.4598, conf: 0.9594","x: 296.0467, y: 372.8867, conf: 0.9807","x: 236.0378, y: 372.2604, conf: 0.9864","x: 287.5710, y: 469.5097, conf: 0.4728","x: 224.8831, y: 468.4930, conf: 0.5336","x: 277.9676, y: 480.0000, conf: 0.0405","x: 230.8965, y: 480.0000, conf: 0.0420"
498,"x: 289.6889, y: 163.1683, conf: 0.9977","x: 298.5008, y: 152.8097, conf: 0.9775","x: 279.1994, y: 152.0238, conf: 0.9955","x: 306.8753, y: 158.8227, conf: 0.5085","x: 258.0833, y: 156.2895, conf: 0.9561","x: 325.3503, y: 223.5008, conf: 0.9952","x: 229.5375, y: 219.9819, conf: 0.9975","x: 366.2070, y: 297.5520, conf: 0.9538","x: 208.3879, y: 299.8189, conf: 0.9800","x: 393.0961, y: 346.6676, conf: 0.9294","x: 189.6865, y: 378.2938, conf: 0.9558","x: 296.1425, y: 374.2872, conf: 0.9799","x: 234.7615, y: 372.6044, conf: 0.9855","x: 288.2325, y: 472.9029, conf: 0.4686","x: 223.0263, y: 471.0611, conf: 0.5244","x: 278.8173, y: 480.0000, conf: 0.0402","x: 229.7319, y: 480.0000, conf: 0.0414"
498,"x: 289.6889, y: 163.1683, conf: 0.9977","x: 298.5008, y: 152.8097, conf: 0.9775","x: 279.1994, y: 152.0238, conf: 0.9955","x: 306.8753, y: 158.8227, conf: 0.5085","x: 258.0833, y: 156.2895, conf: 0.9561","x: 325.3503, y: 223.5008, conf: 0.9952","x: 229.5375, y: 219.9819, conf: 0.9975","x: 366.2070, y: 297.5520, conf: 0.9538","x: 208.3879, y: 299.8189, conf: 0.9800","x: 393.0961, y: 346.6676, conf: 0.9294","x: 189.6865, y: 378.2938, conf: 0.9558","x: 296.1425, y: 374.2872, conf: 0.9799","x: 234.7615, y: 372.6044, conf: 0.9855","x: 288.2325, y: 472.9029, conf: 0.4686","x: 223.0263, y: 471.0611, conf: 0.5244","x: 278.8173, y: 480.0000, conf: 0.0402","x: 229.7319, y: 480.0000, conf: 0.0414"
500,"x: 289.6721, y: 163.1299, conf: 0.9977","x: 298.5302, y: 152.7784, conf: 0.9777","x: 279.2036, y: 151.9881, conf: 0.9954","x: 307.0210, y: 158.8033, conf: 0.5160","x: 258.2216, y: 156.2577, conf: 0.9550","x: 325.4214, y: 223.4377, conf: 0.9952","x: 229.6701, y: 219.9893, conf: 0.9975","x: 365.7788, y: 297.4892, conf: 0.9548","x: 208.3592, y: 299.8072, conf: 0.9798","x: 393.3239, y: 347.4018, conf: 0.9303","x: 189.3692, y: 378.6044, conf: 0.9555","x: 296.4606, y: 373.9913, conf: 0.9803","x: 235.0637, y: 372.4260, conf: 0.9856","x: 289.5368, y: 472.8734, conf: 0.4711","x: 223.9361, y: 471.2666, conf: 0.5241","x: 280.1206, y: 480.0000, conf: 0.0404","x: 230.4373, y: 480.0000, conf: 0.0415"
500,"x: 289.6721, y: 163.1299, conf: 0.9977","x: 298.5302, y: 152.7784, conf: 0.9777","x: 279.2036, y: 151.9881, conf: 0.9954","x: 307.0210, y: 158.8033, conf: 0.5160","x: 258.2216, y: 156.2577, conf: 0.9550","x: 325.4214, y: 223.4377, conf: 0.9952","x: 229.6701, y: 219.9893, conf: 0.9975","x: 365.7788, y: 297.4892, conf: 0.9548","x: 208.3592, y: 299.8072, conf: 0.9798","x: 393.3239, y: 347.4018, conf: 0.9303","x: 189.3692, y: 378.6044, conf: 0.9555","x: 296.4606, y: 373.9913, conf: 0.9803","x: 235.0637, y: 372.4260, conf: 0.9856","x: 289.5368, y: 472.8734, conf: 0.4711","x: 223.9361, y: 471.2666, conf: 0.5241","x: 280.1206, y: 480.0000, conf: 0.0404","x: 230.4373, y: 480.0000, conf: 0.0415"
502,"x: 290.1096, y: 163.8279, conf: 0.9978","x: 299.1285, y: 153.1687, conf: 0.9780","x: 280.0464, y: 151.9785, conf: 0.9953","x: 307.7174, y: 158.2949, conf: 0.5071","x: 258.9339, y: 154.7442, conf: 0.9520","x: 325.9059, y: 224.3625, conf: 0.9955","x: 230.6773, y: 219.6252, conf: 0.9974","x: 366.2057, y: 302.4006, conf: 0.9587","x: 209.0347, y: 299.8443, conf: 0.9791","x: 387.5843, y: 367.2733, conf: 0.9335","x: 188.9351, y: 377.2740, conf: 0.9562","x: 294.3253, y: 375.2479, conf: 0.9806","x: 233.3061, y: 372.3796, conf: 0.9851","x: 283.6912, y: 475.9572, conf: 0.4780","x: 220.2914, y: 473.2530, conf: 0.5171","x: 274.3720, y: 480.0000, conf: 0.0403","x: 227.1041, y: 480.0000, conf: 0.0396"
502,"x: 290.1096, y: 163.8279, conf: 0.9978","x: 299.1285, y: 153.1687, conf: 0.9780","x: 280.0464, y: 151.9785, conf: 0.9953","x: 307.7174, y: 158.2949, conf: 0.5071","x: 258.9339, y: 154.7442, conf: 0.9520","x: 325.9059, y: 224.3625, conf: 0.9955","x: 230.6773, y: 219.6252, conf: 0.9974","x: 366.2057, y: 302.4006, conf: 0.9587","x: 209.0347, y: 299.8443, conf: 0.9791","x: 387.5843, y: 367.2733, conf: 0.9335","x: 188.9351, y: 377.2740, conf: 0.9562","x: 294.3253, y: 375.2479, conf: 0.9806","x: 233.3061, y: 372.3796, conf: 0.9851","x: 283.6912, y: 475.9572, conf: 0.4780","x: 220.2914, y: 473.2530, conf: 0.5171","x: 274.3720, y: 480.0000, conf: 0.0403","x: 227.1041, y: 480.0000, conf: 0.0396"
504,"x: 289.9922, y: 164.4518, conf: 0.9977","x: 299.1497, y: 154.0287, conf: 0.9779","x: 280.0251, y: 152.7104, conf: 0.9952","x: 307.8961, y: 159.4343, conf: 0.5158","x: 258.9757, y: 155.5962, conf: 0.9513","x: 326.1964, y: 224.9463, conf: 0.9953","x: 230.5653, y: 219.7760, conf: 0.9974","x: 367.0092, y: 303.7905, conf: 0.9560","x: 208.1011, y: 299.8896, conf: 0.9787","x: 384.9342, y: 369.7125, conf: 0.9285","x: 190.2892, y: 375.7285, conf: 0.9548","x: 295.6619, y: 374.3720, conf: 0.9792","x: 234.4774, y: 371.3168, conf: 0.9844","x: 285.4420, y: 474.9313, conf: 0.4657","x: 222.8368, y: 471.5284, conf: 0.5102","x: 278.7172, y: 480.0000, conf: 0.0396","x: 232.0207, y: 480.0000, conf: 0.0397"
504,"x: 289.9922, y: 164.4518, conf: 0.9977","x: 299.1497, y: 154.0287, conf: 0.9779","x: 280.0251, y: 152.7104, conf: 0.9952","x: 307.8961, y: 159.4343, conf: 0.5158","x: 258.9757, y: 155.5962, conf: 0.9513","x: 326.1964, y: 224.9463, conf: 0.9953","x: 230.5653, y: 219.7760, conf: 0.9974","x: 367.0092, y: 303.7905, conf: 0.9560","x: 208.1011, y: 299.8896, conf: 0.9787","x: 384.9342, y: 369.7125, conf: 0.9285","x: 190.2892, y: 375.7285, conf: 0.9548","x: 295.6619, y: 374.3720, conf: 0.9792","x: 234.4774, y: 371.3168, conf: 0.9844","x: 285.4420, y: 474.9313, conf: 0.4657","x: 222.8368, y: 471.5284, conf: 0.5102","x: 278.7172, y: 480.0000, conf: 0.0396","x: 232.0207, y: 480.0000, conf: 0.0397"
506,"x: 289.5709, y: 163.7229, conf: 0.9976","x: 299.5225, y: 153.2832, conf: 0.9804","x: 279.2989, y: 152.1376, conf: 0.9952","x: 309.6678, y: 159.3744, conf: 0.6289","x: 259.3625, y: 156.4541, conf: 0.9486","x: 328.3560, y: 225.2128, conf: 0.9941","x: 229.6343, y: 221.1469, conf: 0.9984","x: 359.5707, y: 301.3153, conf: 0.9463","x: 209.3344, y: 297.0249, conf: 0.9875","x: 374.8174, y: 365.0100, conf: 0.9256","x: 186.0865, y: 374.9207, conf: 0.9694","x: 297.5392, y: 372.4909, conf: 0.9827","x: 233.4816, y: 369.7835, conf: 0.9902","x: 293.9933, y: 473.2104, conf: 0.5100","x: 223.6619, y: 470.6754, conf: 0.6269","x: 284.8546, y: 480.0000, conf: 0.0492","x: 233.6741, y: 480.0000, conf: 0.0622"
