frame_number,kp_0,kp_1,kp_2,kp_3,kp_4,kp_5,kp_6,kp_7,kp_8,kp_9,kp_10,kp_11,kp_12,kp_13,kp_14,kp_15,kp_16
1188,"x: 303.5584, y: 85.3889, conf: 0.9965","x: 309.1214, y: 72.4341, conf: 0.9449","x: 284.2504, y: 71.4550, conf: 0.9939","x: 306.5409, y: 86.8304, conf: 0.1071","x: 242.5098, y: 86.2073, conf: 0.9670","x: 320.4692, y: 177.4365, conf: 0.9931","x: 205.1177, y: 181.9130, conf: 0.9878","x: 351.1414, y: 278.2534, conf: 0.9578","x: 198.7152, y: 302.1469, conf: 0.9291","x: 395.4302, y: 229.5697, conf: 0.9454","x: 272.3634, y: 233.1588, conf: 0.9450","x: 328.1122, y: 406.5310, conf: 0.9324","x: 250.0782, y: 417.2344, conf: 0.9114","x: 357.3039, y: 480.0000, conf: 0.0912","x: 266.2289, y: 480.0000, conf: 0.0670","x: 346.7263, y: 480.0000, conf: 0.0029","x: 264.4488, y: 480.0000, conf: 0.0019"
1190,"x: 294.6933, y: 85.6156, conf: 0.9980","x: 301.8524, y: 73.7204, conf: 0.9596","x: 276.9005, y: 71.1708, conf: 0.9970","x: 302.0673, y: 89.1779, conf: 0.1065","x: 237.8508, y: 84.4478, conf: 0.9822","x: 314.7678, y: 176.0133, conf: 0.9935","x: 198.6756, y: 181.3787, conf: 0.9944","x: 344.4990, y: 278.6741, conf: 0.9479","x: 187.1647, y: 310.9414, conf: 0.9622","x: 385.0143, y: 229.6555, conf: 0.9343","x: 260.1205, y: 237.0725, conf: 0.9631","x: 325.7967, y: 397.4678, conf: 0.9379","x: 246.2521, y: 408.1019, conf: 0.9410","x: 354.1296, y: 480.0000, conf: 0.0820","x: 260.9665, y: 480.0000, conf: 0.0819","x: 345.7114, y: 480.0000, conf: 0.0022","x: 251.7861, y: 480.0000, conf: 0.0018"
1190,"x: 294.6933, y: 85.6156, conf: 0.9980","x: 301.8524, y: 73.7204, conf: 0.9596","x: 276.9005, y: 71.1708, conf: 0.9970","x: 302.0673, y: 89.1779, conf: 0.1065","x: 237.8508, y: 84.4478, conf: 0.9822","x: 314.7678, y: 176.0133, conf: 0.9935","x: 198.6756, y: 181.3787, conf: 0.9944","x: 344.4990, y: 278.6741, conf: 0.9479","x: 187.1647, y: 310.9414, conf: 0.9622","x: 385.0143, y: 229.6555, conf: 0.9343","x: 260.1205, y: 237.0725, conf: 0.9631","x: 325.7967, y: 397.4678, conf: 0.9379","x: 246.2521, y: 408.1019, conf: 0.9410","x: 354.1296, y: 480.0000, conf: 0.0820","x: 260.9665, y: 480.0000, conf: 0.0819","x: 345.7114, y: 480.0000, conf: 0.0022","x: 251.7861, y: 480.0000, conf: 0.0018"
1192,"x: 294.7700, y: 85.3540, conf: 0.9980","x: 301.7358, y: 73.5176, conf: 0.9598","x: 276.8940, y: 71.0600, conf: 0.9970","x: 301.8629, y: 89.1565, conf: 0.1064","x: 237.9080, y: 84.6510, conf: 0.9825","x: 314.8016, y: 176.2298, conf: 0.9935","x: 198.9223, y: 181.0303, conf: 0.9944","x: 344.3148, y: 279.3673, conf: 0.9484","x: 186.3834, y: 310.2541, conf: 0.9630","x: 384.7976, y: 230.2001, conf: 0.9345","x: 260.2820, y: 237.4322, conf: 0.9637","x: 326.1973, y: 398.2213, conf: 0.9386","x: 246.5857, y: 408.7270, conf: 0.9418","x: 355.7900, y: 480.0000, conf: 0.0804","x: 261.2347, y: 480.0000, conf: 0.0806","x: 348.3809, y: 480.0000, conf: 0.0022","x: 250.9297, y: 480.0000, conf: 0.0017"
1192,"x: 294.7700, y: 85.3540, conf: 0.9980","x: 301.7358, y: 73.5176, conf: 0.9598","x: 276.8940, y: 71.0600, conf: 0.9970","x: 301.8629, y: 89.1565, conf: 0.1064","x: 237.9080, y: 84.6510, conf: 0.9825","x: 314.8016, y: 176.2298, conf: 0.9935","x: 198.9223, y: 181.0303, conf: 0.9944","x: 344.3148, y: 279.3673, conf: 0.9484","x: 186.3834, y: 310.2541, conf: 0.9630","x: 384.7976, y: 230.2001, conf: 0.9345","x: 260.2820, y: 237.4322, conf: 0.9637","x: 326.1973, y: 398.2213, conf: 0.9386","x: 246.5857, y: 408.7270, conf: 0.9418","x: 355.7900, y: 480.0000, conf: 0.0804","x: 261.2347, y: 480.0000, conf: 0.0806","x: 348.3809, y: 480.0000, conf: 0.0022","x: 250.9297, y: 480.0000, conf: 0.0017"
1194,"x: 289.0729, y: 85.8403, conf: 0.9965","x: 294.3027, y: 73.8068, conf: 0.9374","x: 271.8439, y: 72.3336, conf: 0.9946","x: 292.2534, y: 88.2818, conf: 0.1198","x: 234.6455, y: 86.2303, conf: 0.9806","x: 309.8200, y: 176.3110, conf: 0.9943","x: 193.4221, y: 182.7626, conf: 0.9946","x: 336.7499, y: 276.8514, conf: 0.9517","x: 180.6292, y: 308.2781, conf: 0.9602","x: 378.7417, y: 229.4591, conf: 0.9292","x: 250.8959, y: 239.1629, conf: 0.9565","x: 320.2348, y: 399.0689, conf: 0.9456","x: 241.2221, y: 410.3423, conf: 0.9463","x: 346.4469, y: 480.0000, conf: 0.0915","x: 253.9750, y: 480.0000, conf: 0.0879","x: 334.8416, y: 480.0000, conf: 0.0026","x: 249.6861, y: 480.0000, conf: 0.0020"
1194,"x: 289.0729, y: 85.8403, conf: 0.9965","x: 294.3027, y: 73.8068, conf: 0.9374","x: 271.8439, y: 72.3336, conf: 0.9946","x: 292.2534, y: 88.2818, conf: 0.1198","x: 234.6455, y: 86.2303, conf: 0.9806","x: 309.8200, y: 176.3110, conf: 0.9943","x: 193.4221, y: 182.7626, conf: 0.9946","x: 336.7499, y: 276.8514, conf: 0.9517","x: 180.6292, y: 308.2781, conf: 0.9602","x: 378.7417, y: 229.4591, conf: 0.9292","x: 250.8959, y: 239.1629, conf: 0.9565","x: 320.2348, y: 399.0689, conf: 0.9456","x: 241.2221, y: 410.3423, conf: 0.9463","x: 346.4469, y: 480.0000, conf: 0.0915","x: 253.9750, y: 480.0000, conf: 0.0879","x: 334.8416, y: 480.0000, conf: 0.0026","x: 249.6861, y: 480.0000, conf: 0.0020"
1196,"x: 288.8550, y: 85.8830, conf: 0.9965","x: 294.0247, y: 73.8037, conf: 0.9377","x: 271.4155, y: 72.5635, conf: 0.9946","x: 292.1054, y: 88.3428, conf: 0.1208","x: 234.2151, y: 86.8916, conf: 0.9806","x: 309.8160, y: 176.1668, conf: 0.9943","x: 193.4891, y: 183.1241, conf: 0.9946","x: 336.9656, y: 276.7145, conf: 0.9519","x: 180.7527, y: 308.5829, conf: 0.9607","x: 378.8840, y: 229.4996, conf: 0.9295","x: 250.9555, y: 239.3293, conf: 0.9571","x: 320.4295, y: 398.8481, conf: 0.9466","x: 241.3513, y: 410.3843, conf: 0.9475","x: 348.3293, y: 480.0000, conf: 0.0923","x: 254.9591, y: 480.0000, conf: 0.0892","x: 337.1197, y: 480.0000, conf: 0.0026","x: 249.8394, y: 480.0000, conf: 0.0020"
1196,"x: 288.8550, y: 85.8830, conf: 0.9965","x: 294.0247, y: 73.8037, conf: 0.9377","x: 271.4155, y: 72.5635, conf: 0.9946","x: 292.1054, y: 88.3428, conf: 0.1208","x: 234.2151, y: 86.8916, conf: 0.9806","x: 309.8160, y: 176.1668, conf: 0.9943","x: 193.4891, y: 183.1241, conf: 0.9946","x: 336.9656, y: 276.7145, conf: 0.9519","x: 180.7527, y: 308.5829, conf: 0.9607","x: 378.8840, y: 229.4996, conf: 0.9295","x: 250.9555, y: 239.3293, conf: 0.9571","x: 320.4295, y: 398.8481, conf: 0.9466","x: 241.3513, y: 410.3843, conf: 0.9475","x: 348.3293, y: 480.0000, conf: 0.0923","x: 254.9591, y: 480.0000, conf: 0.0892","x: 337.1197, y: 480.0000, conf: 0.0026","x: 249.8394, y: 480.0000, conf: 0.0020"
1198,"x: 281.4998, y: 85.5909, conf: 0.9963","x: 286.9809, y: 73.3027, conf: 0.9498","x: 263.7938, y: 72.8486, conf: 0.9933","x: 286.8577, y: 88.1383, conf: 0.1848","x: 228.1486, y: 88.6792, conf: 0.9710","x: 307.2463, y: 176.7444, conf: 0.9943","x: 188.0280, y: 184.1180, conf: 0.9935","x: 333.5228, y: 278.3292, conf: 0.9547","x: 174.1617, y: 308.0498, conf: 0.9510","x: 373.4677, y: 231.4362, conf: 0.9325","x: 239.6935, y: 240.6978, conf: 0.9486","x: 313.7621, y: 395.9894, conf: 0.9415","x: 233.2475, y: 407.3035, conf: 0.9370","x: 341.3697, y: 479.3007, conf: 0.0902","x: 246.1823, y: 480.0000, conf: 0.0804","x: 329.1982, y: 480.0000, conf: 0.0027","x: 243.4286, y: 480.0000, conf: 0.0020"
1198,"x: 281.4998, y: 85.5909, conf: 0.9963","x: 286.9809, y: 73.3027, conf: 0.9498","x: 263.7938, y: 72.8486, conf: 0.9933","x: 286.8577, y: 88.1383, conf: 0.1848","x: 228.1486, y: 88.6792, conf: 0.9710","x: 307.2463, y: 176.7444, conf: 0.9943","x: 188.0280, y: 184.1180, conf: 0.9935","x: 333.5228, y: 278.3292, conf: 0.9547","x: 174.1617, y: 308.0498, conf: 0.9510","x: 373.4677, y: 231.4362, conf: 0.9325","x: 239.6935, y: 240.6978, conf: 0.9486","x: 313.7621, y: 395.9894, conf: 0.9415","x: 233.2475, y: 407.3035, conf: 0.9370","x: 341.3697, y: 479.3007, conf: 0.0902","x: 246.1823, y: 480.0000, conf: 0.0804","x: 329.1982, y: 480.0000, conf: 0.0027","x: 243.4286, y: 480.0000, conf: 0.0020"
1200,"x: 275.2682, y: 87.9988, conf: 0.9844","x: 278.5396, y: 75.7086, conf: 0.8063","x: 260.5860, y: 75.5085, conf: 0.9725","x: 273.3429, y: 87.6757, conf: 0.1250","x: 227.4973, y: 87.9208, conf: 0.9610","x: 295.8565, y: 172.7771, conf: 0.9942","x: 182.0628, y: 179.3932, conf: 0.9925","x: 319.8971, y: 271.8982, conf: 0.9622","x: 162.3974, y: 300.0542, conf: 0.9513","x: 370.5273, y: 228.6369, conf: 0.9328","x: 216.0128, y: 243.0461, conf: 0.9432","x: 306.7939, y: 378.8034, conf: 0.9651","x: 229.9740, y: 390.7498, conf: 0.9593","x: 339.9568, y: 459.6976, conf: 0.1842","x: 241.6360, y: 480.0000, conf: 0.1530","x: 333.6849, y: 480.0000, conf: 0.0060","x: 246.8165, y: 480.0000, conf: 0.0042"
1200,"x: 275.2682, y: 87.9988, conf: 0.9844","x: 278.5396, y: 75.7086, conf: 0.8063","x: 260.5860, y: 75.5085, conf: 0.9725","x: 273.3429, y: 87.6757, conf: 0.1250","x: 227.4973, y: 87.9208, conf: 0.9610","x: 295.8565, y: 172.7771, conf: 0.9942","x: 182.0628, y: 179.3932, conf: 0.9925","x: 319.8971, y: 271.8982, conf: 0.9622","x: 162.3974, y: 300.0542, conf: 0.9513","x: 370.5273, y: 228.6369, conf: 0.9328","x: 216.0128, y: 243.0461, conf: 0.9432","x: 306.7939, y: 378.8034, conf: 0.9651","x: 229.9740, y: 390.7498, conf: 0.9593","x: 339.9568, y: 459.6976, conf: 0.1842","x: 241.6360, y: 480.0000, conf: 0.1530","x: 333.6849, y: 480.0000, conf: 0.0060","x: 246.8165, y: 480.0000, conf: 0.0042"
1202,"x: 272.8155, y: 86.7593, conf: 0.9951","x: 277.2765, y: 74.1084, conf: 0.9309","x: 255.9350, y: 74.4107, conf: 0.9912","x: 275.0352, y: 86.9075, conf: 0.1767","x: 220.6605, y: 88.7242, conf: 0.9717","x: 294.8699, y: 173.1196, conf: 0.9954","x: 180.0606, y: 179.9824, conf: 0.9945","x: 321.2549, y: 271.2343, conf: 0.9655","x: 159.4364, y: 298.3651, conf: 0.9601","x: 369.8545, y: 225.7893, conf: 0.9464","x: 209.7666, y: 241.5035, conf: 0.9581","x: 304.1373, y: 376.2406, conf: 0.9675","x: 226.6282, y: 388.1018, conf: 0.9633","x: 341.9541, y: 459.4589, conf: 0.2158","x: 242.8395, y: 479.7106, conf: 0.1883","x: 336.5989, y: 480.0000, conf: 0.0077","x: 243.1115, y: 480.0000, conf: 0.0056"
1202,"x: 272.8155, y: 86.7593, conf: 0.9951","x: 277.2765, y: 74.1084, conf: 0.9309","x: 255.9350, y: 74.4107, conf: 0.9912","x: 275.0352, y: 86.9075, conf: 0.1767","x: 220.6605, y: 88.7242, conf: 0.9717","x: 294.8699, y: 173.1196, conf: 0.9954","x: 180.0606, y: 179.9824, conf: 0.9945","x: 321.2549, y: 271.2343, conf: 0.9655","x: 159.4364, y: 298.3651, conf: 0.9601","x: 369.8545, y: 225.7893, conf: 0.9464","x: 209.7666, y: 241.5035, conf: 0.9581","x: 304.1373, y: 376.2406, conf: 0.9675","x: 226.6282, y: 388.1018, conf: 0.9633","x: 341.9541, y: 459.4589, conf: 0.2158","x: 242.8395, y: 479.7106, conf: 0.1883","x: 336.5989, y: 480.0000, conf: 0.0077","x: 243.1115, y: 480.0000, conf: 0.0056"
1204,"x: 273.0742, y: 86.7828, conf: 0.9950","x: 277.3416, y: 74.1485, conf: 0.9280","x: 256.2306, y: 74.4496, conf: 0.9911","x: 274.7366, y: 86.9241, conf: 0.1712","x: 220.9033, y: 88.7737, conf: 0.9723","x: 294.9125, y: 173.0420, conf: 0.9954","x: 180.1132, y: 180.4326, conf: 0.9946","x: 321.6400, y: 270.7661, conf: 0.9651","x: 159.4418, y: 299.1309, conf: 0.9605","x: 369.7867, y: 225.4156, conf: 0.9450","x: 210.0230, y: 241.6805, conf: 0.9579","x: 304.8072, y: 378.7679, conf: 0.9664","x: 227.2278, y: 390.8239, conf: 0.9625","x: 342.1715, y: 460.3729, conf: 0.2022","x: 242.5186, y: 480.0000, conf: 0.1771","x: 336.3936, y: 480.0000, conf: 0.0071","x: 242.1617, y: 480.0000, conf: 0.0052"
1204,"x: 273.0742, y: 86.7828, conf: 0.9950","x: 277.3416, y: 74.1485, conf: 0.9280","x: 256.2306, y: 74.4496, conf: 0.9911","x: 274.7366, y: 86.9241, conf: 0.1712","x: 220.9033, y: 88.7737, conf: 0.9723","x: 294.9125, y: 173.0420, conf: 0.9954","x: 180.1132, y: 180.4326, conf: 0.9946","x: 321.6400, y: 270.7661, conf: 0.9651","x: 159.4418, y: 299.1309, conf: 0.9605","x: 369.7867, y: 225.4156, conf: 0.9450","x: 210.0230, y: 241.6805, conf: 0.9579","x: 304.8072, y: 378.7679, conf: 0.9664","x: 227.2278, y: 390.8239, conf: 0.9625","x: 342.1715, y: 460.3729, conf: 0.2022","x: 242.5186, y: 480.0000, conf: 0.1771","x: 336.3936, y: 480.0000, conf: 0.0071","x: 242.1617, y: 480.0000, conf: 0.0052"
1206,"x: 272.5245, y: 87.1870, conf: 0.9944","x: 276.3354, y: 74.2489, conf: 0.9216","x: 255.1474, y: 75.1988, conf: 0.9898","x: 273.1685, y: 86.7520, conf: 0.1643","x: 219.5682, y: 90.3632, conf: 0.9685","x: 293.3189, y: 172.9253, conf: 0.9954","x: 180.6493, y: 181.3056, conf: 0.9935","x: 320.4634, y: 270.3524, conf: 0.9675","x: 159.9998, y: 298.2545, conf: 0.9545","x: 370.5095, y: 223.0854, conf: 0.9467","x: 199.8451, y: 240.8537, conf: 0.9531","x: 302.7094, y: 380.4854, conf: 0.9649","x: 226.8888, y: 392.8853, conf: 0.9571","x: 343.2634, y: 457.2466, conf: 0.1952","x: 245.6601, y: 478.3796, conf: 0.1598","x: 335.6863, y: 480.0000, conf: 0.0069","x: 244.2059, y: 480.0000, conf: 0.0048"
1206,"x: 272.5245, y: 87.1870, conf: 0.9944","x: 276.3354, y: 74.2489, conf: 0.9216","x: 255.1474, y: 75.1988, conf: 0.9898","x: 273.1685, y: 86.7520, conf: 0.1643","x: 219.5682, y: 90.3632, conf: 0.9685","x: 293.3189, y: 172.9253, conf: 0.9954","x: 180.6493, y: 181.3056, conf: 0.9935","x: 320.4634, y: 270.3524, conf: 0.9675","x: 159.9998, y: 298.2545, conf: 0.9545","x: 370.5095, y: 223.0854, conf: 0.9467","x: 199.8451, y: 240.8537, conf: 0.9531","x: 302.7094, y: 380.4854, conf: 0.9649","x: 226.8888, y: 392.8853, conf: 0.9571","x: 343.2634, y: 457.2466, conf: 0.1952","x: 245.6601, y: 478.3796, conf: 0.1598","x: 335.6863, y: 480.0000, conf: 0.0069","x: 244.2059, y: 480.0000, conf: 0.0048"
1208,"x: 273.3618, y: 86.7237, conf: 0.9939","x: 276.6671, y: 73.6977, conf: 0.9147","x: 255.3304, y: 74.9121, conf: 0.9886","x: 272.6422, y: 86.8072, conf: 0.1518","x: 218.9805, y: 91.5880, conf: 0.9660","x: 294.0593, y: 173.9409, conf: 0.9948","x: 181.0391, y: 184.3058, conf: 0.9925","x: 321.3194, y: 272.9279, conf: 0.9641","x: 161.3445, y: 303.3081, conf: 0.9487","x: 369.8623, y: 223.2727, conf: 0.9408","x: 196.9063, y: 240.7717, conf: 0.9473","x: 303.8486, y: 388.9896, conf: 0.9543","x: 228.2318, y: 401.6713, conf: 0.9442","x: 336.6729, y: 460.7972, conf: 0.1420","x: 241.0977, y: 480.0000, conf: 0.1133","x: 325.2763, y: 480.0000, conf: 0.0047","x: 238.6086, y: 480.0000, conf: 0.0032"
1208,"x: 273.3618, y: 86.7237, conf: 0.9939","x: 276.6671, y: 73.6977, conf: 0.9147","x: 255.3304, y: 74.9121, conf: 0.9886","x: 272.6422, y: 86.8072, conf: 0.1518","x: 218.9805, y: 91.5880, conf: 0.9660","x: 294.0593, y: 173.9409, conf: 0.9948","x: 181.0391, y: 184.3058, conf: 0.9925","x: 321.3194, y: 272.9279, conf: 0.9641","x: 161.3445, y: 303.3081, conf: 0.9487","x: 369.8623, y: 223.2727, conf: 0.9408","x: 196.9063, y: 240.7717, conf: 0.9473","x: 303.8486, y: 388.9896, conf: 0.9543","x: 228.2318, y: 401.6713, conf: 0.9442","x: 336.6729, y: 460.7972, conf: 0.1420","x: 241.0977, y: 480.0000, conf: 0.1133","x: 325.2763, y: 480.0000, conf: 0.0047","x: 238.6086, y: 480.0000, conf: 0.0032"
1210,"x: 273.2556, y: 86.8181, conf: 0.9938","x: 276.5733, y: 73.7724, conf: 0.9139","x: 255.3505, y: 74.9802, conf: 0.9884","x: 272.5803, y: 86.7716, conf: 0.1541","x: 219.2369, y: 91.4703, conf: 0.9656","x: 293.9258, y: 173.9840, conf: 0.9949","x: 181.0788, y: 184.0195, conf: 0.9924","x: 321.3116, y: 272.7934, conf: 0.9646","x: 160.8213, y: 302.8400, conf: 0.9476","x: 370.1970, y: 222.5740, conf: 0.9412","x: 196.4116, y: 240.7721, conf: 0.9463","x: 303.1595, y: 388.6488, conf: 0.9543","x: 227.6453, y: 401.2147, conf: 0.9434","x: 336.7130, y: 460.6429, conf: 0.1422","x: 241.0623, y: 480.0000, conf: 0.1120","x: 325.7634, y: 480.0000, conf: 0.0047","x: 238.6008, y: 480.0000, conf: 0.0032"
1210,"x: 273.2556, y: 86.8181, conf: 0.9938","x: 276.5733, y: 73.7724, conf: 0.9139","x: 255.3505, y: 74.9802, conf: 0.9884","x: 272.5803, y: 86.7716, conf: 0.1541","x: 219.2369, y: 91.4703, conf: 0.9656","x: 293.9258, y: 173.9840, conf: 0.9949","x: 181.0788, y: 184.0195, conf: 0.9924","x: 321.3116, y: 272.7934, conf: 0.9646","x: 160.8213, y: 302.8400, conf: 0.9476","x: 370.1970, y: 222.5740, conf: 0.9412","x: 196.4116, y: 240.7721, conf: 0.9463","x: 303.1595, y: 388.6488, conf: 0.9543","x: 227.6453, y: 401.2147, conf: 0.9434","x: 336.7130, y: 460.6429, conf: 0.1422","x: 241.0623, y: 480.0000, conf: 0.1120","x: 325.7634, y: 480.0000, conf: 0.0047","x: 238.6008, y: 480.0000, conf: 0.0032"
1212,"x: 273.9994, y: 87.9770, conf: 0.9937","x: 277.2762, y: 74.7063, conf: 0.9143","x: 256.3607, y: 76.1050, conf: 0.9879","x: 273.6664, y: 87.2648, conf: 0.1615","x: 221.5975, y: 92.3326, conf: 0.9625","x: 294.4903, y: 174.7649, conf: 0.9943","x: 186.2565, y: 184.7565, conf: 0.9926","x: 321.1452, y: 275.9771, conf: 0.9605","x: 166.1814, y: 304.8011, conf: 0.9499","x: 371.2136, y: 221.6892, conf: 0.9373","x: 196.9385, y: 238.9025, conf: 0.9480","x: 304.7029, y: 388.2045, conf: 0.9495","x: 232.4018, y: 400.4269, conf: 0.9414","x: 335.5173, y: 461.0391, conf: 0.1363","x: 244.7583, y: 480.0000, conf: 0.1136","x: 324.9830, y: 480.0000, conf: 0.0045","x: 240.8620, y: 480.0000, conf: 0.0032"
1212,"x: 273.9994, y: 87.9770, conf: 0.9937","x: 277.2762, y: 74.7063, conf: 0.9143","x: 256.3607, y: 76.1050, conf: 0.9879","x: 273.6664, y: 87.2648, conf: 0.1615","x: 221.5975, y: 92.3326, conf: 0.9625","x: 294.4903, y: 174.7649, conf: 0.9943","x: 186.2565, y: 184.7565, conf: 0.9926","x: 321.1452, y: 275.9771, conf: 0.9605","x: 166.1814, y: 304.8011, conf: 0.9499","x: 371.2136, y: 221.6892, conf: 0.9373","x: 196.9385, y: 238.9025, conf: 0.9480","x: 304.7029, y: 388.2045, conf: 0.9495","x: 232.4018, y: 400.4269, conf: 0.9414","x: 335.5173, y: 461.0391, conf: 0.1363","x: 244.7583, y: 480.0000, conf: 0.1136","x: 324.9830, y: 480.0000, conf: 0.0045","x: 240.8620, y: 480.0000, conf: 0.0032"
1214,"x: 273.8984, y: 87.8850, conf: 0.9940","x: 277.1967, y: 74.5577, conf: 0.9181","x: 256.1529, y: 76.0147, conf: 0.9886","x: 273.7379, y: 87.1165, conf: 0.1619","x: 221.3296, y: 92.3133, conf: 0.9632","x: 294.4487, y: 174.7641, conf: 0.9944","x: 186.4716, y: 184.6643, conf: 0.9926","x: 321.4195, y: 276.1176, conf: 0.9610","x: 166.6122, y: 304.6629, conf: 0.9502","x: 371.3861, y: 221.4286, conf: 0.9387","x: 197.0268, y: 238.8781, conf: 0.9490","x: 304.5949, y: 387.3879, conf: 0.9502","x: 232.4905, y: 399.5785, conf: 0.9420","x: 336.2144, y: 460.2455, conf: 0.1415","x: 245.8038, y: 480.0000, conf: 0.1181","x: 325.7033, y: 480.0000, conf: 0.0047","x: 241.5703, y: 480.0000, conf: 0.0034"
1214,"x: 273.8984, y: 87.8850, conf: 0.9940","x: 277.1967, y: 74.5577, conf: 0.9181","x: 256.1529, y: 76.0147, conf: 0.9886","x: 273.7379, y: 87.1165, conf: 0.1619","x: 221.3296, y: 92.3133, conf: 0.9632","x: 294.4487, y: 174.7641, conf: 0.9944","x: 186.4716, y: 184.6643, conf: 0.9926","x: 321.4195, y: 276.1176, conf: 0.9610","x: 166.6122, y: 304.6629, conf: 0.9502","x: 371.3861, y: 221.4286, conf: 0.9387","x: 197.0268, y: 238.8781, conf: 0.9490","x: 304.5949, y: 387.3879, conf: 0.9502","x: 232.4905, y: 399.5785, conf: 0.9420","x: 336.2144, y: 460.2455, conf: 0.1415","x: 245.8038, y: 480.0000, conf: 0.1181","x: 325.7033, y: 480.0000, conf: 0.0047","x: 241.5703, y: 480.0000, conf: 0.0034"
1216,"x: 275.6469, y: 90.1772, conf: 0.9925","x: 278.1053, y: 77.0172, conf: 0.8991","x: 258.6957, y: 78.7691, conf: 0.9857","x: 273.5815, y: 88.9444, conf: 0.1607","x: 225.5343, y: 94.7256, conf: 0.9630","x: 294.9143, y: 175.2088, conf: 0.9939","x: 192.6819, y: 185.3215, conf: 0.9922","x: 320.5598, y: 275.9258, conf: 0.9560","x: 171.9682, y: 303.5287, conf: 0.9468","x: 370.4599, y: 223.0440, conf: 0.9282","x: 199.1506, y: 239.5010, conf: 0.9421","x: 306.9744, y: 383.5710, conf: 0.9471","x: 239.0657, y: 395.4098, conf: 0.9401","x: 330.7141, y: 466.4542, conf: 0.1234","x: 248.1408, y: 480.0000, conf: 0.1037","x: 319.7929, y: 480.0000, conf: 0.0037","x: 243.0261, y: 480.0000, conf: 0.0027"
1216,"x: 275.6469, y: 90.1772, conf: 0.9925","x: 278.1053, y: 77.0172, conf: 0.8991","x: 258.6957, y: 78.7691, conf: 0.9857","x: 273.5815, y: 88.9444, conf: 0.1607","x: 225.5343, y: 94.7256, conf: 0.9630","x: 294.9143, y: 175.2088, conf: 0.9939","x: 192.6819, y: 185.3215, conf: 0.9922","x: 320.5598, y: 275.9258, conf: 0.9560","x: 171.9682, y: 303.5287, conf: 0.9468","x: 370.4599, y: 223.0440, conf: 0.9282","x: 199.1506, y: 239.5010, conf: 0.9421","x: 306.9744, y: 383.5710, conf: 0.9471","x: 239.0657, y: 395.4098, conf: 0.9401","x: 330.7141, y: 466.4542, conf: 0.1234","x: 248.1408, y: 480.0000, conf: 0.1037","x: 319.7929, y: 480.0000, conf: 0.0037","x: 243.0261, y: 480.0000, conf: 0.0027"
1218,"x: 275.6168, y: 89.7529, conf: 0.9928","x: 278.0876, y: 76.6393, conf: 0.9037","x: 258.6770, y: 78.3830, conf: 0.9862","x: 273.7304, y: 88.7488, conf: 0.1698","x: 225.8056, y: 94.5376, conf: 0.9635","x: 295.1512, y: 175.4861, conf: 0.9940","x: 193.1402, y: 185.3151, conf: 0.9927","x: 320.9240, y: 276.6288, conf: 0.9558","x: 171.6369, y: 303.4983, conf: 0.9490","x: 370.2075, y: 223.0612, conf: 0.9282","x: 198.6652, y: 239.0963, conf: 0.9437","x: 306.7668, y: 384.5986, conf: 0.9472","x: 239.0198, y: 396.2634, conf: 0.9414","x: 330.5796, y: 467.0963, conf: 0.1226","x: 248.1513, y: 480.0000, conf: 0.1049","x: 320.2532, y: 480.0000, conf: 0.0037","x: 242.8520, y: 480.0000, conf: 0.0027"
1218,"x: 275.6168, y: 89.7529, conf: 0.9928","x: 278.0876, y: 76.6393, conf: 0.9037","x: 258.6770, y: 78.3830, conf: 0.9862","x: 273.7304, y: 88.7488, conf: 0.1698","x: 225.8056, y: 94.5376, conf: 0.9635","x: 295.1512, y: 175.4861, conf: 0.9940","x: 193.1402, y: 185.3151, conf: 0.9927","x: 320.9240, y: 276.6288, conf: 0.9558","x: 171.6369, y: 303.4983, conf: 0.9490","x: 370.2075, y: 223.0612, conf: 0.9282","x: 198.6652, y: 239.0963, conf: 0.9437","x: 306.7668, y: 384.5986, conf: 0.9472","x: 239.0198, y: 396.2634, conf: 0.9414","x: 330.5796, y: 467.0963, conf: 0.1226","x: 248.1513, y: 480.0000, conf: 0.1049","x: 320.2532, y: 480.0000, conf: 0.0037","x: 242.8520, y: 480.0000, conf: 0.0027"
1220,"x: 282.7990, y: 94.6589, conf: 0.9953","x: 286.4528, y: 82.0583, conf: 0.9235","x: 267.4955, y: 82.4868, conf: 0.9921","x: 282.8951, y: 92.4383, conf: 0.1697","x: 235.7675, y: 94.4255, conf: 0.9762","x: 299.9942, y: 176.1026, conf: 0.9944","x: 200.8731, y: 182.1714, conf: 0.9958","x: 321.5684, y: 275.5394, conf: 0.9498","x: 180.3534, y: 298.6181, conf: 0.9685","x: 370.3494, y: 226.8190, conf: 0.9263","x: 207.8022, y: 244.5112, conf: 0.9608","x: 309.5106, y: 379.8869, conf: 0.9608","x: 244.5235, y: 389.5229, conf: 0.9658","x: 323.5815, y: 468.8617, conf: 0.1817","x: 252.5606, y: 480.0000, conf: 0.1882","x: 313.2525, y: 480.0000, conf: 0.0060","x: 254.9260, y: 480.0000, conf: 0.0051"
