frame_number,kp_0,kp_1,kp_2,kp_3,kp_4,kp_5,kp_6,kp_7,kp_8,kp_9,kp_10,kp_11,kp_12,kp_13,kp_14,kp_15,kp_16
10,"x: 366.4683, y: 76.3723, conf: 0.9956","x: 380.9873, y: 63.3808, conf: 0.9908","x: 354.7324, y: 65.0312, conf: 0.9779","x: 405.8250, y: 77.8611, conf: 0.9534","x: 344.4503, y: 80.5882, conf: 0.7239","x: 448.4508, y: 165.2496, conf: 0.9952","x: 321.3780, y: 171.0500, conf: 0.9969","x: 483.2622, y: 276.5771, conf: 0.9646","x: 307.8711, y: 283.4979, conf: 0.9728","x: 496.8940, y: 387.9074, conf: 0.9047","x: 291.1988, y: 392.9808, conf: 0.9070","x: 427.2931, y: 378.9412, conf: 0.9672","x: 342.1060, y: 380.1838, conf: 0.9733","x: 438.6163, y: 480.0000, conf: 0.0896","x: 331.6592, y: 480.0000, conf: 0.1098","x: 425.3291, y: 480.0000, conf: 0.0030","x: 335.2531, y: 480.0000, conf: 0.0036"
10,"x: 366.4683, y: 76.3723, conf: 0.9956","x: 380.9873, y: 63.3808, conf: 0.9908","x: 354.7324, y: 65.0312, conf: 0.9779","x: 405.8250, y: 77.8611, conf: 0.9534","x: 344.4503, y: 80.5882, conf: 0.7239","x: 448.4508, y: 165.2496, conf: 0.9952","x: 321.3780, y: 171.0500, conf: 0.9969","x: 483.2622, y: 276.5771, conf: 0.9646","x: 307.8711, y: 283.4979, conf: 0.9728","x: 496.8940, y: 387.9074, conf: 0.9047","x: 291.1988, y: 392.9808, conf: 0.9070","x: 427.2931, y: 378.9412, conf: 0.9672","x: 342.1060, y: 380.1838, conf: 0.9733","x: 438.6163, y: 480.0000, conf: 0.0896","x: 331.6592, y: 480.0000, conf: 0.1098","x: 425.3291, y: 480.0000, conf: 0.0030","x: 335.2531, y: 480.0000, conf: 0.0036"
12,"x: 368.0615, y: 78.5668, conf: 0.9956","x: 381.7090, y: 65.0962, conf: 0.9902","x: 355.5421, y: 67.3716, conf: 0.9792","x: 405.0331, y: 78.2725, conf: 0.9482","x: 343.9801, y: 82.7136, conf: 0.7541","x: 448.7438, y: 165.8994, conf: 0.9954","x: 321.3363, y: 171.9167, conf: 0.9970","x: 485.0781, y: 278.5378, conf: 0.9642","x: 307.2243, y: 284.0490, conf: 0.9725","x: 496.3765, y: 390.0115, conf: 0.9013","x: 291.5539, y: 393.7470, conf: 0.9050","x: 426.6971, y: 382.0598, conf: 0.9647","x: 341.6721, y: 383.3554, conf: 0.9711","x: 436.6842, y: 480.0000, conf: 0.0804","x: 331.3649, y: 480.0000, conf: 0.0984","x: 422.0840, y: 480.0000, conf: 0.0027","x: 334.4493, y: 480.0000, conf: 0.0032"
12,"x: 368.0615, y: 78.5668, conf: 0.9956","x: 381.7090, y: 65.0962, conf: 0.9902","x: 355.5421, y: 67.3716, conf: 0.9792","x: 405.0331, y: 78.2725, conf: 0.9482","x: 343.9801, y: 82.7136, conf: 0.7541","x: 448.7438, y: 165.8994, conf: 0.9954","x: 321.3363, y: 171.9167, conf: 0.9970","x: 485.0781, y: 278.5378, conf: 0.9642","x: 307.2243, y: 284.0490, conf: 0.9725","x: 496.3765, y: 390.0115, conf: 0.9013","x: 291.5539, y: 393.7470, conf: 0.9050","x: 426.6971, y: 382.0598, conf: 0.9647","x: 341.6721, y: 383.3554, conf: 0.9711","x: 436.6842, y: 480.0000, conf: 0.0804","x: 331.3649, y: 480.0000, conf: 0.0984","x: 422.0840, y: 480.0000, conf: 0.0027","x: 334.4493, y: 480.0000, conf: 0.0032"
14,"x: 368.0602, y: 78.6245, conf: 0.9955","x: 381.6771, y: 65.1624, conf: 0.9899","x: 355.6544, y: 67.3898, conf: 0.9789","x: 404.9659, y: 78.3035, conf: 0.9482","x: 344.3238, y: 82.6142, conf: 0.7586","x: 448.8583, y: 165.9693, conf: 0.9954","x: 321.5561, y: 172.0085, conf: 0.9971","x: 485.2505, y: 278.4789, conf: 0.9635","x: 307.3901, y: 284.1010, conf: 0.9735","x: 496.4305, y: 390.1166, conf: 0.8999","x: 291.8286, y: 393.5010, conf: 0.9073","x: 427.0773, y: 382.1914, conf: 0.9651","x: 342.1875, y: 383.5115, conf: 0.9721","x: 437.1221, y: 480.0000, conf: 0.0809","x: 332.2952, y: 480.0000, conf: 0.1011","x: 422.2454, y: 480.0000, conf: 0.0027","x: 335.6296, y: 480.0000, conf: 0.0033"
14,"x: 368.0602, y: 78.6245, conf: 0.9955","x: 381.6771, y: 65.1624, conf: 0.9899","x: 355.6544, y: 67.3898, conf: 0.9789","x: 404.9659, y: 78.3035, conf: 0.9482","x: 344.3238, y: 82.6142, conf: 0.7586","x: 448.8583, y: 165.9693, conf: 0.9954","x: 321.5561, y: 172.0085, conf: 0.9971","x: 485.2505, y: 278.4789, conf: 0.9635","x: 307.3901, y: 284.1010, conf: 0.9735","x: 496.4305, y: 390.1166, conf: 0.8999","x: 291.8286, y: 393.5010, conf: 0.9073","x: 427.0773, y: 382.1914, conf: 0.9651","x: 342.1875, y: 383.5115, conf: 0.9721","x: 437.1221, y: 480.0000, conf: 0.0809","x: 332.2952, y: 480.0000, conf: 0.1011","x: 422.2454, y: 480.0000, conf: 0.0027","x: 335.6296, y: 480.0000, conf: 0.0033"
16,"x: 367.4889, y: 77.2706, conf: 0.9958","x: 381.3732, y: 63.9718, conf: 0.9906","x: 354.8192, y: 66.3582, conf: 0.9796","x: 405.4333, y: 78.3642, conf: 0.9493","x: 343.3451, y: 83.0228, conf: 0.7495","x: 449.1418, y: 166.1520, conf: 0.9951","x: 321.8441, y: 173.1152, conf: 0.9972","x: 484.1223, y: 277.2695, conf: 0.9631","x: 308.5098, y: 284.1679, conf: 0.9754","x: 497.2127, y: 388.6363, conf: 0.9015","x: 292.9475, y: 391.8209, conf: 0.9145","x: 430.7071, y: 381.0070, conf: 0.9659","x: 345.1558, y: 382.9874, conf: 0.9737","x: 443.5987, y: 480.0000, conf: 0.0844","x: 334.6118, y: 480.0000, conf: 0.1091","x: 431.2575, y: 480.0000, conf: 0.0029","x: 337.3807, y: 480.0000, conf: 0.0036"
16,"x: 367.4889, y: 77.2706, conf: 0.9958","x: 381.3732, y: 63.9718, conf: 0.9906","x: 354.8192, y: 66.3582, conf: 0.9796","x: 405.4333, y: 78.3642, conf: 0.9493","x: 343.3451, y: 83.0228, conf: 0.7495","x: 449.1418, y: 166.1520, conf: 0.9951","x: 321.8441, y: 173.1152, conf: 0.9972","x: 484.1223, y: 277.2695, conf: 0.9631","x: 308.5098, y: 284.1679, conf: 0.9754","x: 497.2127, y: 388.6363, conf: 0.9015","x: 292.9475, y: 391.8209, conf: 0.9145","x: 430.7071, y: 381.0070, conf: 0.9659","x: 345.1558, y: 382.9874, conf: 0.9737","x: 443.5987, y: 480.0000, conf: 0.0844","x: 334.6118, y: 480.0000, conf: 0.1091","x: 431.2575, y: 480.0000, conf: 0.0029","x: 337.3807, y: 480.0000, conf: 0.0036"
18,"x: 366.9143, y: 76.7132, conf: 0.9960","x: 380.8411, y: 63.4949, conf: 0.9912","x: 354.4357, y: 65.7278, conf: 0.9803","x: 404.9601, y: 77.9534, conf: 0.9516","x: 343.0600, y: 82.2757, conf: 0.7454","x: 448.9766, y: 165.4834, conf: 0.9954","x: 321.1777, y: 173.1328, conf: 0.9972","x: 486.2530, y: 276.2777, conf: 0.9658","x: 308.6205, y: 285.3763, conf: 0.9753","x: 497.1776, y: 388.3336, conf: 0.9079","x: 295.1992, y: 393.6394, conf: 0.9149","x: 430.5037, y: 381.0412, conf: 0.9684","x: 344.5122, y: 383.2762, conf: 0.9748","x: 444.8319, y: 480.0000, conf: 0.0918","x: 335.1104, y: 480.0000, conf: 0.1154","x: 432.7774, y: 480.0000, conf: 0.0031","x: 337.3238, y: 480.0000, conf: 0.0039"
18,"x: 366.9143, y: 76.7132, conf: 0.9960","x: 380.8411, y: 63.4949, conf: 0.9912","x: 354.4357, y: 65.7278, conf: 0.9803","x: 404.9601, y: 77.9534, conf: 0.9516","x: 343.0600, y: 82.2757, conf: 0.7454","x: 448.9766, y: 165.4834, conf: 0.9954","x: 321.1777, y: 173.1328, conf: 0.9972","x: 486.2530, y: 276.2777, conf: 0.9658","x: 308.6205, y: 285.3763, conf: 0.9753","x: 497.1776, y: 388.3336, conf: 0.9079","x: 295.1992, y: 393.6394, conf: 0.9149","x: 430.5037, y: 381.0412, conf: 0.9684","x: 344.5122, y: 383.2762, conf: 0.9748","x: 444.8319, y: 480.0000, conf: 0.0918","x: 335.1104, y: 480.0000, conf: 0.1154","x: 432.7774, y: 480.0000, conf: 0.0031","x: 337.3238, y: 480.0000, conf: 0.0039"
20,"x: 366.6285, y: 77.0519, conf: 0.9960","x: 381.3756, y: 63.8478, conf: 0.9920","x: 354.3001, y: 65.9737, conf: 0.9791","x: 407.1774, y: 79.0121, conf: 0.9551","x: 343.5254, y: 82.8306, conf: 0.7034","x: 449.8006, y: 166.7864, conf: 0.9951","x: 321.8737, y: 173.9183, conf: 0.9966","x: 485.1638, y: 276.5132, conf: 0.9660","x: 308.0713, y: 285.2090, conf: 0.9712","x: 496.6608, y: 386.4450, conf: 0.9111","x: 294.3858, y: 392.3701, conf: 0.9076","x: 429.5800, y: 383.0036, conf: 0.9653","x: 343.3087, y: 384.9366, conf: 0.9705","x: 443.9801, y: 480.0000, conf: 0.0830","x: 334.1030, y: 480.0000, conf: 0.0989","x: 432.7983, y: 480.0000, conf: 0.0028","x: 335.9376, y: 480.0000, conf: 0.0034"
20,"x: 366.6285, y: 77.0519, conf: 0.9960","x: 381.3756, y: 63.8478, conf: 0.9920","x: 354.3001, y: 65.9737, conf: 0.9791","x: 407.1774, y: 79.0121, conf: 0.9551","x: 343.5254, y: 82.8306, conf: 0.7034","x: 449.8006, y: 166.7864, conf: 0.9951","x: 321.8737, y: 173.9183, conf: 0.9966","x: 485.1638, y: 276.5132, conf: 0.9660","x: 308.0713, y: 285.2090, conf: 0.9712","x: 496.6608, y: 386.4450, conf: 0.9111","x: 294.3858, y: 392.3701, conf: 0.9076","x: 429.5800, y: 383.0036, conf: 0.9653","x: 343.3087, y: 384.9366, conf: 0.9705","x: 443.9801, y: 480.0000, conf: 0.0830","x: 334.1030, y: 480.0000, conf: 0.0989","x: 432.7983, y: 480.0000, conf: 0.0028","x: 335.9376, y: 480.0000, conf: 0.0034"
22,"x: 366.6685, y: 77.1432, conf: 0.9959","x: 381.3623, y: 63.9135, conf: 0.9917","x: 354.3641, y: 66.0546, conf: 0.9786","x: 407.0535, y: 78.9307, conf: 0.9551","x: 343.6984, y: 82.7769, conf: 0.7086","x: 450.0237, y: 166.7444, conf: 0.9951","x: 322.0644, y: 173.6916, conf: 0.9967","x: 485.3983, y: 276.5180, conf: 0.9652","x: 308.0404, y: 284.6898, conf: 0.9718","x: 496.9612, y: 386.4911, conf: 0.9090","x: 294.3817, y: 391.8734, conf: 0.9083","x: 429.7640, y: 383.0817, conf: 0.9652","x: 343.8107, y: 384.8620, conf: 0.9711","x: 441.9886, y: 480.0000, conf: 0.0818","x: 334.2784, y: 480.0000, conf: 0.0992","x: 429.8069, y: 480.0000, conf: 0.0027","x: 336.9682, y: 480.0000, conf: 0.0033"
22,"x: 366.6685, y: 77.1432, conf: 0.9959","x: 381.3623, y: 63.9135, conf: 0.9917","x: 354.3641, y: 66.0546, conf: 0.9786","x: 407.0535, y: 78.9307, conf: 0.9551","x: 343.6984, y: 82.7769, conf: 0.7086","x: 450.0237, y: 166.7444, conf: 0.9951","x: 322.0644, y: 173.6916, conf: 0.9967","x: 485.3983, y: 276.5180, conf: 0.9652","x: 308.0404, y: 284.6898, conf: 0.9718","x: 496.9612, y: 386.4911, conf: 0.9090","x: 294.3817, y: 391.8734, conf: 0.9083","x: 429.7640, y: 383.0817, conf: 0.9652","x: 343.8107, y: 384.8620, conf: 0.9711","x: 441.9886, y: 480.0000, conf: 0.0818","x: 334.2784, y: 480.0000, conf: 0.0992","x: 429.8069, y: 480.0000, conf: 0.0027","x: 336.9682, y: 480.0000, conf: 0.0033"
24,"x: 366.6194, y: 77.8312, conf: 0.9957","x: 380.4489, y: 64.4312, conf: 0.9910","x: 354.4767, y: 66.8806, conf: 0.9780","x: 405.1577, y: 78.6211, conf: 0.9552","x: 344.0841, y: 83.2932, conf: 0.7283","x: 449.4249, y: 167.1741, conf: 0.9955","x: 322.2710, y: 173.7692, conf: 0.9972","x: 484.7034, y: 277.9424, conf: 0.9670","x: 308.7677, y: 284.2689, conf: 0.9752","x: 496.2488, y: 388.1494, conf: 0.9110","x: 296.0776, y: 390.3923, conf: 0.9153","x: 428.6805, y: 379.7797, conf: 0.9707","x: 342.4316, y: 381.3554, conf: 0.9763","x: 443.0932, y: 480.0000, conf: 0.0998","x: 329.2166, y: 480.0000, conf: 0.1232","x: 433.6455, y: 480.0000, conf: 0.0034","x: 330.2738, y: 480.0000, conf: 0.0041"
24,"x: 366.6194, y: 77.8312, conf: 0.9957","x: 380.4489, y: 64.4312, conf: 0.9910","x: 354.4767, y: 66.8806, conf: 0.9780","x: 405.1577, y: 78.6211, conf: 0.9552","x: 344.0841, y: 83.2932, conf: 0.7283","x: 449.4249, y: 167.1741, conf: 0.9955","x: 322.2710, y: 173.7692, conf: 0.9972","x: 484.7034, y: 277.9424, conf: 0.9670","x: 308.7677, y: 284.2689, conf: 0.9752","x: 496.2488, y: 388.1494, conf: 0.9110","x: 296.0776, y: 390.3923, conf: 0.9153","x: 428.6805, y: 379.7797, conf: 0.9707","x: 342.4316, y: 381.3554, conf: 0.9763","x: 443.0932, y: 480.0000, conf: 0.0998","x: 329.2166, y: 480.0000, conf: 0.1232","x: 433.6455, y: 480.0000, conf: 0.0034","x: 330.2738, y: 480.0000, conf: 0.0041"
26,"x: 366.6953, y: 77.8485, conf: 0.9957","x: 380.5286, y: 64.4754, conf: 0.9910","x: 354.4680, y: 66.9439, conf: 0.9783","x: 405.1307, y: 78.6463, conf: 0.9547","x: 343.9070, y: 83.3747, conf: 0.7299","x: 449.2742, y: 166.8992, conf: 0.9955","x: 322.3021, y: 173.5926, conf: 0.9972","x: 484.8971, y: 277.7409, conf: 0.9670","x: 308.9929, y: 284.1538, conf: 0.9749","x: 496.5569, y: 388.4279, conf: 0.9108","x: 296.1863, y: 390.5822, conf: 0.9147","x: 428.9540, y: 379.3793, conf: 0.9706","x: 343.0617, y: 381.0450, conf: 0.9761","x: 443.1334, y: 480.0000, conf: 0.1001","x: 331.0090, y: 480.0000, conf: 0.1232","x: 433.4219, y: 480.0000, conf: 0.0034","x: 332.7150, y: 480.0000, conf: 0.0041"
26,"x: 366.6953, y: 77.8485, conf: 0.9957","x: 380.5286, y: 64.4754, conf: 0.9910","x: 354.4680, y: 66.9439, conf: 0.9783","x: 405.1307, y: 78.6463, conf: 0.9547","x: 343.9070, y: 83.3747, conf: 0.7299","x: 449.2742, y: 166.8992, conf: 0.9955","x: 322.3021, y: 173.5926, conf: 0.9972","x: 484.8971, y: 277.7409, conf: 0.9670","x: 308.9929, y: 284.1538, conf: 0.9749","x: 496.5569, y: 388.4279, conf: 0.9108","x: 296.1863, y: 390.5822, conf: 0.9147","x: 428.9540, y: 379.3793, conf: 0.9706","x: 343.0617, y: 381.0450, conf: 0.9761","x: 443.1334, y: 480.0000, conf: 0.1001","x: 331.0090, y: 480.0000, conf: 0.1232","x: 433.4219, y: 480.0000, conf: 0.0034","x: 332.7150, y: 480.0000, conf: 0.0041"
28,"x: 368.2760, y: 77.7543, conf: 0.9962","x: 382.0502, y: 64.6012, conf: 0.9911","x: 355.8667, y: 66.5076, conf: 0.9818","x: 405.6674, y: 78.7688, conf: 0.9480","x: 343.9739, y: 82.4395, conf: 0.7654","x: 448.4170, y: 166.2001, conf: 0.9957","x: 321.7030, y: 173.0246, conf: 0.9976","x: 484.0899, y: 276.3063, conf: 0.9671","x: 309.3904, y: 284.7800, conf: 0.9790","x: 496.8095, y: 386.9016, conf: 0.9132","x: 297.1123, y: 391.2675, conf: 0.9265","x: 429.8329, y: 376.8414, conf: 0.9736","x: 343.8543, y: 378.8028, conf: 0.9798","x: 444.8250, y: 480.0000, conf: 0.1163","x: 331.2764, y: 480.0000, conf: 0.1496","x: 434.4101, y: 480.0000, conf: 0.0040","x: 331.8791, y: 480.0000, conf: 0.0051"
28,"x: 368.2760, y: 77.7543, conf: 0.9962","x: 382.0502, y: 64.6012, conf: 0.9911","x: 355.8667, y: 66.5076, conf: 0.9818","x: 405.6674, y: 78.7688, conf: 0.9480","x: 343.9739, y: 82.4395, conf: 0.7654","x: 448.4170, y: 166.2001, conf: 0.9957","x: 321.7030, y: 173.0246, conf: 0.9976","x: 484.0899, y: 276.3063, conf: 0.9671","x: 309.3904, y: 284.7800, conf: 0.9790","x: 496.8095, y: 386.9016, conf: 0.9132","x: 297.1123, y: 391.2675, conf: 0.9265","x: 429.8329, y: 376.8414, conf: 0.9736","x: 343.8543, y: 378.8028, conf: 0.9798","x: 444.8250, y: 480.0000, conf: 0.1163","x: 331.2764, y: 480.0000, conf: 0.1496","x: 434.4101, y: 480.0000, conf: 0.0040","x: 331.8791, y: 480.0000, conf: 0.0051"
30,"x: 368.1087, y: 77.9606, conf: 0.9961","x: 381.9016, y: 64.7465, conf: 0.9910","x: 355.7079, y: 66.7776, conf: 0.9812","x: 405.6936, y: 78.8123, conf: 0.9485","x: 344.0181, y: 82.7325, conf: 0.7608","x: 448.4269, y: 166.1783, conf: 0.9956","x: 321.8594, y: 173.2069, conf: 0.9975","x: 484.0183, y: 276.3199, conf: 0.9670","x: 309.3590, y: 284.9669, conf: 0.9786","x: 496.8096, y: 386.8993, conf: 0.9128","x: 296.8782, y: 391.5112, conf: 0.9251","x: 429.4507, y: 376.8963, conf: 0.9733","x: 343.5811, y: 378.9384, conf: 0.9795","x: 444.7824, y: 480.0000, conf: 0.1154","x: 331.3422, y: 480.0000, conf: 0.1477","x: 434.6056, y: 480.0000, conf: 0.0040","x: 331.9720, y: 480.0000, conf: 0.0051"
30,"x: 368.1087, y: 77.9606, conf: 0.9961","x: 381.9016, y: 64.7465, conf: 0.9910","x: 355.7079, y: 66.7776, conf: 0.9812","x: 405.6936, y: 78.8123, conf: 0.9485","x: 344.0181, y: 82.7325, conf: 0.7608","x: 448.4269, y: 166.1783, conf: 0.9956","x: 321.8594, y: 173.2069, conf: 0.9975","x: 484.0183, y: 276.3199, conf: 0.9670","x: 309.3590, y: 284.9669, conf: 0.9786","x: 496.8096, y: 386.8993, conf: 0.9128","x: 296.8782, y: 391.5112, conf: 0.9251","x: 429.4507, y: 376.8963, conf: 0.9733","x: 343.5811, y: 378.9384, conf: 0.9795","x: 444.7824, y: 480.0000, conf: 0.1154","x: 331.3422, y: 480.0000, conf: 0.1477","x: 434.6056, y: 480.0000, conf: 0.0040","x: 331.9720, y: 480.0000, conf: 0.0051"
