frame_number,kp_0,kp_1,kp_2,kp_3,kp_4,kp_5,kp_6,kp_7,kp_8,kp_9,kp_10,kp_11,kp_12,kp_13,kp_14,kp_15,kp_16
550,"x: 392.0924, y: 232.0515, conf: 0.9714","x: 400.2390, y: 224.8348, conf: 0.9767","x: 388.4974, y: 225.4638, conf: 0.7106","x: 416.4013, y: 228.4125, conf: 0.9304","x: 390.8963, y: 229.2096, conf: 0.1397","x: 416.5158, y: 264.3143, conf: 0.9905","x: 397.2318, y: 269.8810, conf: 0.9108","x: 381.2247, y: 291.6596, conf: 0.9863","x: 378.1020, y: 301.0853, conf: 0.6043","x: 315.7078, y: 291.3918, conf: 0.9783","x: 328.3379, y: 297.3695, conf: 0.7335","x: 411.7047, y: 376.6413, conf: 0.9820","x: 398.5064, y: 377.1104, conf: 0.9317","x: 395.9857, y: 459.9057, conf: 0.7594","x: 401.4963, y: 461.1108, conf: 0.4318","x: 395.1049, y: 480.0000, conf: 0.1699","x: 409.6444, y: 480.0000, conf: 0.0790"
551,"x: 392.4692, y: 233.2365, conf: 0.9704","x: 400.7824, y: 226.2737, conf: 0.9771","x: 389.2321, y: 226.7337, conf: 0.6885","x: 417.2072, y: 230.2407, conf: 0.9348","x: 392.2575, y: 230.5225, conf: 0.1263","x: 416.3577, y: 265.0897, conf: 0.9914","x: 398.9548, y: 269.8914, conf: 0.9062","x: 380.8000, y: 291.4279, conf: 0.9881","x: 377.1477, y: 299.5621, conf: 0.5903","x: 313.9117, y: 293.8458, conf: 0.9809","x: 326.3748, y: 298.2050, conf: 0.7304","x: 411.5827, y: 375.8786, conf: 0.9844","x: 399.8584, y: 375.9703, conf: 0.9360","x: 395.0434, y: 456.9579, conf: 0.8003","x: 403.1641, y: 457.4030, conf: 0.4723","x: 394.3180, y: 480.0000, conf: 0.2094","x: 410.3525, y: 480.0000, conf: 0.0958"
552,"x: 392.4094, y: 233.1224, conf: 0.9703","x: 400.7590, y: 226.2630, conf: 0.9772","x: 389.3444, y: 226.6806, conf: 0.6860","x: 417.3221, y: 230.4569, conf: 0.9357","x: 392.6485, y: 230.6115, conf: 0.1244","x: 416.5222, y: 265.2955, conf: 0.9914","x: 398.9057, y: 270.1497, conf: 0.9056","x: 380.9732, y: 291.4186, conf: 0.9881","x: 376.9168, y: 299.7660, conf: 0.5877","x: 314.0247, y: 293.6322, conf: 0.9808","x: 325.9099, y: 298.1081, conf: 0.7276","x: 411.6100, y: 376.0984, conf: 0.9844","x: 399.7525, y: 376.1807, conf: 0.9355","x: 395.0447, y: 457.5973, conf: 0.7967","x: 402.9755, y: 457.9897, conf: 0.4654","x: 394.3601, y: 480.0000, conf: 0.2045","x: 410.4732, y: 480.0000, conf: 0.0930"
553,"x: 392.8206, y: 231.8009, conf: 0.9700","x: 401.7246, y: 224.7018, conf: 0.9765","x: 389.3520, y: 224.7026, conf: 0.7041","x: 418.4148, y: 228.9366, conf: 0.9302","x: 391.2308, y: 228.1819, conf: 0.1354","x: 418.0578, y: 265.5746, conf: 0.9894","x: 395.5565, y: 269.7546, conf: 0.8973","x: 381.0067, y: 291.2526, conf: 0.9847","x: 374.8112, y: 298.4333, conf: 0.5643","x: 313.9569, y: 294.3362, conf: 0.9756","x: 324.9047, y: 297.7086, conf: 0.7035","x: 413.0666, y: 378.9835, conf: 0.9768","x: 397.6195, y: 378.9901, conf: 0.9116","x: 398.3520, y: 463.2022, conf: 0.6765","x: 402.0665, y: 463.6462, conf: 0.3299","x: 395.1684, y: 480.0000, conf: 0.1175","x: 410.4845, y: 480.0000, conf: 0.0520"
554,"x: 393.5115, y: 232.5596, conf: 0.9732","x: 402.6021, y: 225.5995, conf: 0.9774","x: 389.9198, y: 225.3966, conf: 0.7345","x: 418.6246, y: 230.3135, conf: 0.9298","x: 391.0053, y: 229.3369, conf: 0.1523","x: 418.6774, y: 266.1082, conf: 0.9902","x: 394.1221, y: 271.0695, conf: 0.9147","x: 385.8389, y: 291.4830, conf: 0.9852","x: 370.6831, y: 299.4204, conf: 0.6078","x: 311.4467, y: 292.3499, conf: 0.9771","x: 315.5849, y: 293.3931, conf: 0.7378","x: 412.4253, y: 379.0877, conf: 0.9798","x: 396.4069, y: 379.0031, conf: 0.9266","x: 396.7929, y: 466.3355, conf: 0.7053","x: 403.3798, y: 465.6375, conf: 0.3731","x: 393.3938, y: 480.0000, conf: 0.1257","x: 413.2369, y: 480.0000, conf: 0.0580"
555,"x: 393.5062, y: 232.5795, conf: 0.9733","x: 402.6210, y: 225.6237, conf: 0.9775","x: 389.9379, y: 225.4067, conf: 0.7366","x: 418.6965, y: 230.3342, conf: 0.9298","x: 391.0390, y: 229.3199, conf: 0.1535","x: 418.6488, y: 266.1353, conf: 0.9901","x: 393.9679, y: 271.1296, conf: 0.9155","x: 385.5014, y: 291.3936, conf: 0.9850","x: 370.1436, y: 299.3496, conf: 0.6107","x: 311.3596, y: 292.4592, conf: 0.9768","x: 314.9204, y: 293.3304, conf: 0.7391","x: 412.5875, y: 379.1182, conf: 0.9795","x: 396.4162, y: 379.0934, conf: 0.9260","x: 397.3547, y: 466.1777, conf: 0.7001","x: 403.3848, y: 465.5802, conf: 0.3695","x: 394.3732, y: 480.0000, conf: 0.1232","x: 413.4026, y: 480.0000, conf: 0.0571"
556,"x: 393.7963, y: 232.2485, conf: 0.9734","x: 402.9989, y: 225.4203, conf: 0.9772","x: 390.1944, y: 225.1921, conf: 0.7450","x: 418.9252, y: 230.3533, conf: 0.9310","x: 390.8440, y: 229.5037, conf: 0.1564","x: 419.3636, y: 265.1968, conf: 0.9905","x: 392.7259, y: 271.3383, conf: 0.9200","x: 391.9138, y: 292.3482, conf: 0.9852","x: 371.1436, y: 303.2696, conf: 0.6235","x: 321.8262, y: 297.7761, conf: 0.9773","x: 318.0494, y: 303.2997, conf: 0.7423","x: 411.3333, y: 376.6227, conf: 0.9804","x: 394.3273, y: 376.9960, conf: 0.9294","x: 396.1482, y: 460.2941, conf: 0.7258","x: 401.6660, y: 460.0877, conf: 0.4005","x: 393.9586, y: 480.0000, conf: 0.1440","x: 413.8818, y: 480.0000, conf: 0.0676"
557,"x: 393.7799, y: 232.3735, conf: 0.9734","x: 402.8887, y: 225.5212, conf: 0.9773","x: 390.1656, y: 225.4584, conf: 0.7446","x: 418.8588, y: 230.3611, conf: 0.9313","x: 390.9035, y: 229.8878, conf: 0.1559","x: 419.5782, y: 265.1760, conf: 0.9905","x: 392.7386, y: 271.6358, conf: 0.9197","x: 391.4114, y: 292.3680, conf: 0.9851","x: 370.7093, y: 303.5155, conf: 0.6218","x: 320.0661, y: 298.2484, conf: 0.9770","x: 317.5974, y: 303.7540, conf: 0.7404","x: 411.4560, y: 376.6113, conf: 0.9800","x: 394.2741, y: 377.1026, conf: 0.9283","x: 396.4679, y: 460.3244, conf: 0.7204","x: 401.7758, y: 460.3605, conf: 0.3945","x: 394.4193, y: 480.0000, conf: 0.1407","x: 413.9795, y: 480.0000, conf: 0.0661"
558,"x: 395.1338, y: 231.8090, conf: 0.9787","x: 403.9827, y: 224.5176, conf: 0.9792","x: 391.1203, y: 224.9965, conf: 0.7998","x: 419.9854, y: 228.3476, conf: 0.9306","x: 391.1402, y: 229.4227, conf: 0.1980","x: 422.8526, y: 264.2494, conf: 0.9906","x: 390.1457, y: 272.3485, conf: 0.9473","x: 390.8395, y: 291.8463, conf: 0.9833","x: 359.1044, y: 303.7989, conf: 0.7129","x: 307.8859, y: 300.8432, conf: 0.9753","x: 302.0051, y: 305.9876, conf: 0.7973","x: 412.5577, y: 378.9277, conf: 0.9812","x: 391.7040, y: 379.7664, conf: 0.9447","x: 397.1241, y: 464.0099, conf: 0.7129","x: 400.3741, y: 464.4086, conf: 0.4345","x: 392.9792, y: 480.0000, conf: 0.1312","x: 411.6643, y: 480.0000, conf: 0.0697"
559,"x: 394.9853, y: 231.8369, conf: 0.9784","x: 403.8788, y: 224.5372, conf: 0.9793","x: 390.9965, y: 224.9963, conf: 0.7960","x: 420.0484, y: 228.3510, conf: 0.9315","x: 391.1138, y: 229.3635, conf: 0.1936","x: 422.9170, y: 264.3329, conf: 0.9906","x: 390.2199, y: 272.3449, conf: 0.9462","x: 390.6474, y: 291.9395, conf: 0.9834","x: 359.3401, y: 303.8760, conf: 0.7079","x: 307.8534, y: 300.8938, conf: 0.9754","x: 302.6909, y: 306.2220, conf: 0.7939","x: 412.4459, y: 378.8752, conf: 0.9813","x: 391.5470, y: 379.6472, conf: 0.9442","x: 396.6913, y: 463.9500, conf: 0.7140","x: 399.7495, y: 464.3103, conf: 0.4329","x: 392.2690, y: 480.0000, conf: 0.1322","x: 410.6855, y: 480.0000, conf: 0.0697"
560,"x: 394.5443, y: 233.8387, conf: 0.9808","x: 403.4602, y: 226.3491, conf: 0.9808","x: 390.6004, y: 226.8770, conf: 0.8155","x: 420.2978, y: 229.5121, conf: 0.9364","x: 390.8232, y: 230.8106, conf: 0.2043","x: 425.0141, y: 265.9696, conf: 0.9913","x: 388.3829, y: 274.5327, conf: 0.9595","x: 392.4581, y: 292.6369, conf: 0.9832","x: 353.4197, y: 304.8736, conf: 0.7643","x: 309.9662, y: 301.9647, conf: 0.9755","x: 295.5052, y: 309.0324, conf: 0.8266","x: 414.3493, y: 382.9650, conf: 0.9842","x: 390.8758, y: 383.8500, conf: 0.9576","x: 397.1883, y: 466.5229, conf: 0.7372","x: 396.7059, y: 467.1073, conf: 0.4881","x: 391.9658, y: 480.0000, conf: 0.1456","x: 407.7106, y: 480.0000, conf: 0.0830"
561,"x: 394.6046, y: 233.8777, conf: 0.9810","x: 403.5479, y: 226.3640, conf: 0.9808","x: 390.5780, y: 226.8600, conf: 0.8186","x: 420.2829, y: 229.4554, conf: 0.9356","x: 390.5666, y: 230.7107, conf: 0.2078","x: 424.9943, y: 265.7859, conf: 0.9912","x: 388.1757, y: 274.3934, conf: 0.9598","x: 393.0323, y: 292.6054, conf: 0.9830","x: 353.4785, y: 304.9612, conf: 0.7658","x: 310.1183, y: 301.9757, conf: 0.9752","x: 295.3253, y: 309.1696, conf: 0.8274","x: 414.3542, y: 382.6277, conf: 0.9838","x: 390.7951, y: 383.5075, conf: 0.9571","x: 397.1961, y: 465.8932, conf: 0.7341","x: 396.7448, y: 466.3581, conf: 0.4862","x: 391.9990, y: 480.0000, conf: 0.1442","x: 407.9557, y: 480.0000, conf: 0.0826"
562,"x: 395.6650, y: 231.9200, conf: 0.9849","x: 404.5750, y: 224.7750, conf: 0.9806","x: 391.1703, y: 225.3072, conf: 0.8808","x: 420.0432, y: 229.0077, conf: 0.9269","x: 389.2396, y: 230.6636, conf: 0.3109","x: 425.9789, y: 264.7661, conf: 0.9905","x: 383.3330, y: 274.4252, conf: 0.9783","x: 397.5305, y: 289.2233, conf: 0.9780","x: 346.6379, y: 303.4497, conf: 0.8673","x: 316.7866, y: 295.8742, conf: 0.9704","x: 292.4513, y: 307.5580, conf: 0.8868","x: 415.3425, y: 380.3875, conf: 0.9849","x: 387.9691, y: 381.7782, conf: 0.9717","x: 398.9232, y: 464.2776, conf: 0.7301","x: 393.0895, y: 464.7469, conf: 0.5672","x: 395.1290, y: 480.0000, conf: 0.1424","x: 406.2315, y: 480.0000, conf: 0.1003"
563,"x: 395.6124, y: 231.9205, conf: 0.9847","x: 404.6030, y: 224.8011, conf: 0.9806","x: 391.1564, y: 225.3073, conf: 0.8794","x: 420.2185, y: 229.1376, conf: 0.9275","x: 389.3136, y: 230.7172, conf: 0.3053","x: 426.1908, y: 264.7974, conf: 0.9904","x: 383.2287, y: 274.5330, conf: 0.9777","x: 398.5865, y: 289.0172, conf: 0.9778","x: 347.0814, y: 303.6177, conf: 0.8646","x: 320.8601, y: 294.7497, conf: 0.9701","x: 293.2319, y: 307.0983, conf: 0.8843","x: 415.3151, y: 380.3083, conf: 0.9845","x: 387.7194, y: 381.7964, conf: 0.9707","x: 399.3345, y: 463.5813, conf: 0.7240","x: 392.7040, y: 464.3143, conf: 0.5575","x: 395.7161, y: 480.0000, conf: 0.1397","x: 406.0756, y: 480.0000, conf: 0.0978"
564,"x: 395.2005, y: 232.5970, conf: 0.9856","x: 404.0969, y: 225.5060, conf: 0.9799","x: 390.8413, y: 226.4576, conf: 0.8966","x: 420.7592, y: 229.5917, conf: 0.9271","x: 390.7213, y: 232.0577, conf: 0.3380","x: 427.6549, y: 264.9968, conf: 0.9878","x: 384.1784, y: 274.2452, conf: 0.9817","x: 408.4518, y: 289.5632, conf: 0.9691","x: 341.2404, y: 303.9919, conf: 0.8964","x: 348.1036, y: 291.9751, conf: 0.9603","x: 286.7208, y: 307.2494, conf: 0.8992","x: 413.2496, y: 382.7130, conf: 0.9764","x: 386.0094, y: 383.8130, conf: 0.9648","x: 397.0029, y: 466.5488, conf: 0.6629","x: 390.1741, y: 467.0639, conf: 0.5457","x: 398.4546, y: 480.0000, conf: 0.1138","x: 403.5594, y: 480.0000, conf: 0.0914"
565,"x: 395.1316, y: 234.0752, conf: 0.9894","x: 403.6027, y: 227.1156, conf: 0.9808","x: 390.2326, y: 228.0313, conf: 0.9391","x: 418.5349, y: 231.3330, conf: 0.9177","x: 387.8785, y: 234.0276, conf: 0.4754","x: 428.0880, y: 266.8101, conf: 0.9880","x: 379.0019, y: 275.7773, conf: 0.9908","x: 419.8276, y: 290.7509, conf: 0.9625","x: 338.0259, y: 303.1549, conf: 0.9489","x: 367.7130, y: 294.2706, conf: 0.9566","x: 285.6879, y: 308.0056, conf: 0.9405","x: 414.2257, y: 382.4275, conf: 0.9804","x: 382.8078, y: 383.5114, conf: 0.9794","x: 402.8184, y: 464.5214, conf: 0.6967","x: 383.9076, y: 464.5176, conf: 0.6653","x: 407.1700, y: 480.0000, conf: 0.1345","x: 396.5432, y: 480.0000, conf: 0.1327"
566,"x: 395.1495, y: 234.0621, conf: 0.9894","x: 403.6209, y: 227.1349, conf: 0.9808","x: 390.2679, y: 228.0542, conf: 0.9393","x: 418.5283, y: 231.4604, conf: 0.9179","x: 387.9232, y: 234.1616, conf: 0.4767","x: 428.1146, y: 266.9334, conf: 0.9880","x: 378.9453, y: 275.9096, conf: 0.9909","x: 419.8163, y: 290.7883, conf: 0.9625","x: 337.8719, y: 303.1317, conf: 0.9491","x: 367.5796, y: 294.4243, conf: 0.9564","x: 285.6420, y: 307.9312, conf: 0.9406","x: 414.1919, y: 382.5342, conf: 0.9804","x: 382.6945, y: 383.6135, conf: 0.9794","x: 402.7939, y: 464.7064, conf: 0.6953","x: 383.6504, y: 464.7037, conf: 0.6643","x: 407.1214, y: 480.0000, conf: 0.1335","x: 396.1331, y: 480.0000, conf: 0.1319"
567,"x: 394.9554, y: 232.8606, conf: 0.9906","x: 403.1005, y: 225.8586, conf: 0.9810","x: 389.6546, y: 227.0741, conf: 0.9511","x: 417.1105, y: 230.0424, conf: 0.9124","x: 386.5450, y: 233.5898, conf: 0.5394","x: 426.8428, y: 265.4290, conf: 0.9869","x: 378.1013, y: 274.4207, conf: 0.9930","x: 421.8073, y: 290.7436, conf: 0.9548","x: 334.3796, y: 301.3540, conf: 0.9604","x: 370.5638, y: 292.9175, conf: 0.9512","x: 280.1172, y: 304.6927, conf: 0.9510","x: 413.8826, y: 378.3474, conf: 0.9787","x: 383.6545, y: 379.3862, conf: 0.9814","x: 398.8327, y: 461.6927, conf: 0.6950","x: 384.8909, y: 461.2639, conf: 0.7000","x: 405.8005, y: 480.0000, conf: 0.1349","x: 400.8828, y: 480.0000, conf: 0.1469"
568,"x: 394.9127, y: 232.8513, conf: 0.9906","x: 403.0897, y: 225.8772, conf: 0.9809","x: 389.6346, y: 227.0739, conf: 0.9514","x: 417.1562, y: 230.1649, conf: 0.9129","x: 386.5948, y: 233.6566, conf: 0.5419","x: 426.9740, y: 265.6695, conf: 0.9869","x: 377.9928, y: 274.5246, conf: 0.9931","x: 421.3110, y: 291.2068, conf: 0.9541","x: 334.1447, y: 301.4693, conf: 0.9609","x: 370.0533, y: 293.1491, conf: 0.9504","x: 280.0031, y: 304.6905, conf: 0.9512","x: 414.0262, y: 378.5376, conf: 0.9787","x: 383.6503, y: 379.5417, conf: 0.9816","x: 399.0566, y: 461.9373, conf: 0.6937","x: 385.0408, y: 461.5029, conf: 0.7013","x: 405.4594, y: 480.0000, conf: 0.1344","x: 400.8964, y: 480.0000, conf: 0.1475"
569,"x: 393.3931, y: 234.4711, conf: 0.9914","x: 401.4042, y: 227.3966, conf: 0.9820","x: 388.0613, y: 228.3394, conf: 0.9559","x: 415.4862, y: 230.6787, conf: 0.9101","x: 384.7263, y: 233.6845, conf: 0.5496","x: 427.3089, y: 265.0451, conf: 0.9875","x: 376.0417, y: 274.0493, conf: 0.9934","x: 426.1497, y: 291.0593, conf: 0.9562","x: 334.0930, y: 303.0483, conf: 0.9638","x: 376.1630, y: 292.3320, conf: 0.9527","x: 280.0455, y: 306.6765, conf: 0.9542","x: 415.0391, y: 379.2426, conf: 0.9807","x: 382.1561, y: 380.1489, conf: 0.9834","x: 403.8249, y: 465.3394, conf: 0.7030","x: 380.0799, y: 464.3791, conf: 0.7123","x: 409.6873, y: 480.0000, conf: 0.1358","x: 390.3827, y: 480.0000, conf: 0.1492"
570,"x: 393.5949, y: 234.1669, conf: 0.9915","x: 401.6882, y: 227.2349, conf: 0.9819","x: 388.3074, y: 228.1220, conf: 0.9567","x: 415.6202, y: 231.0594, conf: 0.9100","x: 384.8628, y: 233.9143, conf: 0.5566","x: 427.2298, y: 265.4514, conf: 0.9875","x: 375.8652, y: 274.3844, conf: 0.9936","x: 425.8570, y: 291.2345, conf: 0.9563","x: 334.1113, y: 303.1923, conf: 0.9649","x: 376.1559, y: 292.4366, conf: 0.9524","x: 280.0815, y: 306.7134, conf: 0.9549","x: 415.0576, y: 379.2475, conf: 0.9809","x: 382.0511, y: 380.1301, conf: 0.9837","x: 403.8979, y: 465.1110, conf: 0.7025","x: 379.5899, y: 464.1007, conf: 0.7138","x: 409.7444, y: 480.0000, conf: 0.1354","x: 389.8445, y: 480.0000, conf: 0.1496"
571,"x: 390.4609, y: 234.0258, conf: 0.9923","x: 398.2751, y: 227.3778, conf: 0.9813","x: 385.1050, y: 228.2636, conf: 0.9658","x: 411.2494, y: 232.1564, conf: 0.9054","x: 380.8797, y: 235.0628, conf: 0.6375","x: 424.4394, y: 267.0527, conf: 0.9880","x: 369.0073, y: 275.6957, conf: 0.9953","x: 434.0231, y: 290.6890, conf: 0.9510","x: 324.5801, y: 302.4718, conf: 0.9741","x: 397.1669, y: 290.6868, conf: 0.9483","x: 275.6944, y: 305.1041, conf: 0.9629","x: 412.0685, y: 378.4563, conf: 0.9815","x: 376.8830, y: 379.5448, conf: 0.9865","x: 402.6738, y: 463.7109, conf: 0.6999","x: 374.8270, y: 462.6959, conf: 0.7430","x: 412.6982, y: 480.0000, conf: 0.1344","x: 386.7880, y: 480.0000, conf: 0.1616"
572,"x: 389.1563, y: 235.9247, conf: 0.9920","x: 397.1792, y: 229.5217, conf: 0.9795","x: 383.9164, y: 230.3896, conf: 0.9692","x: 411.0087, y: 234.3552, conf: 0.8917","x: 379.8690, y: 236.8526, conf: 0.6618","x: 424.7096, y: 269.8379, conf: 0.9845","x: 366.5566, y: 276.6953, conf: 0.9956","x: 434.8533, y: 292.1556, conf: 0.9354","x: 321.6392, y: 300.5493, conf: 0.9775","x: 403.9477, y: 292.5944, conf: 0.9349","x: 277.0112, y: 305.3203, conf: 0.9651","x: 412.5083, y: 379.1709, conf: 0.9717","x: 375.1209, y: 379.6961, conf: 0.9825","x: 404.8253, y: 461.3831, conf: 0.6700","x: 370.9475, y: 459.8395, conf: 0.7507","x: 414.2442, y: 480.0000, conf: 0.1345","x: 381.6382, y: 480.0000, conf: 0.1788"
573,"x: 386.5332, y: 235.2480, conf: 0.9934","x: 394.6138, y: 228.1916, conf: 0.9837","x: 380.8072, y: 229.0789, conf: 0.9707","x: 409.1552, y: 231.8732, conf: 0.9165","x: 376.9260, y: 234.9671, conf: 0.6288","x: 423.3364, y: 269.3656, conf: 0.9887","x: 368.7360, y: 275.0574, conf: 0.9955","x: 438.2484, y: 297.6248, conf: 0.9494","x: 324.6815, y: 302.1125, conf: 0.9752","x: 404.8664, y: 290.8470, conf: 0.9498","x: 278.4832, y: 305.0568, conf: 0.9654","x: 410.3767, y: 379.0048, conf: 0.9795","x: 376.0636, y: 378.3098, conf: 0.9857","x: 396.9284, y: 460.9430, conf: 0.7128","x: 370.8967, y: 456.0967, conf: 0.7612","x: 412.5182, y: 480.0000, conf: 0.1526","x: 384.8944, y: 480.0000, conf: 0.1865"
574,"x: 386.5446, y: 235.2308, conf: 0.9933","x: 394.5711, y: 228.1653, conf: 0.9836","x: 380.7982, y: 229.0940, conf: 0.9705","x: 409.0221, y: 231.8294, conf: 0.9161","x: 376.9037, y: 235.0349, conf: 0.6277","x: 423.3019, y: 269.1661, conf: 0.9888","x: 368.8205, y: 275.0571, conf: 0.9954","x: 438.3580, y: 297.4590, conf: 0.9499","x: 324.5974, y: 302.2557, conf: 0.9750","x: 405.0091, y: 290.9450, conf: 0.9502","x: 278.2965, y: 305.0377, conf: 0.9653","x: 410.3998, y: 378.3864, conf: 0.9795","x: 376.3582, y: 377.7840, conf: 0.9856","x: 396.4420, y: 460.1990, conf: 0.7161","x: 371.7288, y: 455.5211, conf: 0.7629","x: 411.3701, y: 480.0000, conf: 0.1544","x: 385.8017, y: 480.0000, conf: 0.1880"
575,"x: 385.6676, y: 236.0268, conf: 0.9934","x: 393.8635, y: 229.1512, conf: 0.9827","x: 379.8760, y: 230.0045, conf: 0.9722","x: 408.1237, y: 233.3418, conf: 0.9148","x: 375.7755, y: 236.3051, conf: 0.6615","x: 422.8169, y: 271.0069, conf: 0.9897","x: 366.6237, y: 276.4612, conf: 0.9962","x: 441.4886, y: 297.5038, conf: 0.9480","x: 322.8698, y: 302.8075, conf: 0.9777","x: 410.2713, y: 287.4991, conf: 0.9492","x: 280.4830, y: 304.6791, conf: 0.9678","x: 408.2792, y: 379.1954, conf: 0.9813","x: 374.6244, y: 378.4676, conf: 0.9876","x: 392.2701, y: 460.5797, conf: 0.7389","x: 376.0933, y: 455.3762, conf: 0.7950","x: 403.3398, y: 480.0000, conf: 0.1719","x: 393.9753, y: 480.0000, conf: 0.2163"
576,"x: 385.5898, y: 236.0282, conf: 0.9933","x: 393.7702, y: 229.1805, conf: 0.9827","x: 379.8495, y: 230.0707, conf: 0.9720","x: 408.1053, y: 233.4392, conf: 0.9162","x: 375.9089, y: 236.4798, conf: 0.6592","x: 423.0749, y: 271.1367, conf: 0.9896","x: 366.5798, y: 276.5961, conf: 0.9962","x: 441.4079, y: 297.5865, conf: 0.9478","x: 322.8546, y: 302.7278, conf: 0.9777","x: 410.0972, y: 287.3591, conf: 0.9487","x: 280.3700, y: 304.4984, conf: 0.9676","x: 408.3850, y: 379.3817, conf: 0.9811","x: 374.3708, y: 378.6471, conf: 0.9875","x: 393.0038, y: 460.6891, conf: 0.7340","x: 375.4213, y: 455.5412, conf: 0.7912","x: 404.1532, y: 480.0000, conf: 0.1683","x: 392.9610, y: 480.0000, conf: 0.2123"
577,"x: 386.2378, y: 236.5932, conf: 0.9938","x: 393.6400, y: 229.8677, conf: 0.9812","x: 380.2979, y: 231.1014, conf: 0.9773","x: 406.4249, y: 234.7734, conf: 0.8997","x: 375.1951, y: 238.5178, conf: 0.7292","x: 424.4756, y: 272.6427, conf: 0.9899","x: 363.8638, y: 277.7509, conf: 0.9969","x: 444.3945, y: 299.7105, conf: 0.9465","x: 320.7887, y: 302.6115, conf: 0.9827","x: 413.8568, y: 285.5793, conf: 0.9438","x: 279.5622, y: 301.9323, conf: 0.9717","x: 413.4296, y: 383.0251, conf: 0.9822","x: 374.5093, y: 382.5912, conf: 0.9893","x: 407.9901, y: 466.4751, conf: 0.6934","x: 370.7632, y: 461.6952, conf: 0.7734","x: 422.4618, y: 480.0000, conf: 0.1339","x: 382.0018, y: 480.0000, conf: 0.1780"
578,"x: 386.2455, y: 236.5944, conf: 0.9938","x: 393.6350, y: 229.8752, conf: 0.9812","x: 380.2998, y: 231.1125, conf: 0.9774","x: 406.3850, y: 234.7862, conf: 0.8992","x: 375.1670, y: 238.5400, conf: 0.7304","x: 424.4058, y: 272.6217, conf: 0.9899","x: 363.8585, y: 277.7555, conf: 0.9969","x: 444.4059, y: 299.7182, conf: 0.9464","x: 320.7831, y: 302.6552, conf: 0.9828","x: 413.8600, y: 285.6408, conf: 0.9437","x: 279.5535, y: 301.9238, conf: 0.9718","x: 413.4072, y: 382.9357, conf: 0.9822","x: 374.5397, y: 382.5114, conf: 0.9893","x: 407.9141, y: 466.3841, conf: 0.6938","x: 370.7858, y: 461.6079, conf: 0.7740","x: 422.4027, y: 480.0000, conf: 0.1342","x: 381.9932, y: 480.0000, conf: 0.1785"
579,"x: 386.2278, y: 236.5642, conf: 0.9943","x: 393.7936, y: 229.6683, conf: 0.9816","x: 380.1400, y: 230.6346, conf: 0.9792","x: 406.5562, y: 234.5892, conf: 0.8861","x: 374.1597, y: 237.6086, conf: 0.7328","x: 423.7203, y: 273.3008, conf: 0.9903","x: 363.4552, y: 278.2048, conf: 0.9966","x: 450.7674, y: 298.6531, conf: 0.9502","x: 323.6763, y: 303.0856, conf: 0.9817","x: 425.0891, y: 284.7744, conf: 0.9481","x: 282.9583, y: 302.5721, conf: 0.9714","x: 412.1434, y: 386.0787, conf: 0.9821","x: 372.8317, y: 385.6795, conf: 0.9885","x: 412.8556, y: 468.7487, conf: 0.6755","x: 371.9326, y: 463.6509, conf: 0.7499","x: 430.9054, y: 480.0000, conf: 0.1226","x: 381.9456, y: 480.0000, conf: 0.1581"
580,"x: 387.5023, y: 237.2848, conf: 0.9933","x: 394.6588, y: 230.4516, conf: 0.9754","x: 381.1924, y: 231.5105, conf: 0.9782","x: 405.2152, y: 235.9977, conf: 0.8604","x: 374.1396, y: 238.9546, conf: 0.7967","x: 423.6839, y: 274.3713, conf: 0.9902","x: 359.8596, y: 279.6888, conf: 0.9973","x: 455.3989, y: 298.2576, conf: 0.9419","x: 320.4641, y: 305.2934, conf: 0.9841","x: 432.8001, y: 282.3984, conf: 0.9375","x: 282.5807, y: 299.9848, conf: 0.9712","x: 409.5546, y: 388.9697, conf: 0.9800","x: 369.4157, y: 388.8456, conf: 0.9885","x: 406.3502, y: 472.5116, conf: 0.5853","x: 372.0994, y: 468.7469, conf: 0.6982","x: 415.0379, y: 480.0000, conf: 0.0793","x: 382.0698, y: 480.0000, conf: 0.1110"
581,"x: 387.6837, y: 237.3195, conf: 0.9934","x: 394.8259, y: 230.4384, conf: 0.9754","x: 381.2823, y: 231.4965, conf: 0.9787","x: 405.2581, y: 235.9036, conf: 0.8549","x: 373.9298, y: 238.8469, conf: 0.7994","x: 423.5241, y: 274.4102, conf: 0.9901","x: 359.8057, y: 279.5729, conf: 0.9972","x: 455.3683, y: 298.5110, conf: 0.9417","x: 320.9861, y: 305.3032, conf: 0.9839","x: 433.2280, y: 282.7416, conf: 0.9375","x: 282.7505, y: 300.3843, conf: 0.9711","x: 409.3932, y: 388.8404, conf: 0.9797","x: 369.3656, y: 388.6536, conf: 0.9882","x: 405.8715, y: 472.1412, conf: 0.5850","x: 371.9905, y: 468.3211, conf: 0.6969","x: 414.3564, y: 480.0000, conf: 0.0796","x: 382.1273, y: 480.0000, conf: 0.1108"
