frame_number,kp_0,kp_1,kp_2,kp_3,kp_4,kp_5,kp_6,kp_7,kp_8,kp_9,kp_10,kp_11,kp_12,kp_13,kp_14,kp_15,kp_16
0,"x: 401.7202, y: 227.2885, conf: 0.9902","x: 410.2253, y: 219.3095, conf: 0.9825","x: 395.9721, y: 219.7515, conf: 0.9501","x: 426.9851, y: 223.1815, conf: 0.9252","x: 393.6812, y: 224.3928, conf: 0.5379","x: 445.6562, y: 269.4189, conf: 0.9917","x: 388.3611, y: 273.1343, conf: 0.9908","x: 461.4160, y: 332.6651, conf: 0.9606","x: 385.0827, y: 334.4476, conf: 0.9413","x: 462.1124, y: 396.9329, conf: 0.9345","x: 372.7721, y: 386.8563, conf: 0.9007","x: 434.2641, y: 386.2762, conf: 0.9736","x: 396.9596, y: 386.1432, conf: 0.9717","x: 426.2801, y: 460.0874, conf: 0.6351","x: 389.0950, y: 461.2020, conf: 0.6118","x: 426.9281, y: 480.0000, conf: 0.1372","x: 403.8917, y: 480.0000, conf: 0.1358"
1,"x: 372.9424, y: 227.0343, conf: 0.9898","x: 380.8298, y: 219.2742, conf: 0.9747","x: 366.6655, y: 220.2603, conf: 0.9662","x: 396.4062, y: 223.2328, conf: 0.8655","x: 363.0718, y: 225.2380, conf: 0.6871","x: 413.9784, y: 269.9283, conf: 0.9824","x: 358.0984, y: 274.0651, conf: 0.9909","x: 433.6751, y: 329.5420, conf: 0.9130","x: 353.9484, y: 332.8984, conf: 0.9527","x: 432.9418, y: 393.1650, conf: 0.9008","x: 342.6301, y: 389.8091, conf: 0.9286","x: 403.1556, y: 385.5706, conf: 0.9257","x: 366.9881, y: 386.1384, conf: 0.9464","x: 402.7929, y: 464.1184, conf: 0.4438","x: 369.1828, y: 465.6339, conf: 0.5294","x: 402.4869, y: 480.0000, conf: 0.0704","x: 379.1841, y: 480.0000, conf: 0.0903"
2,"x: 370.8525, y: 228.8345, conf: 0.9912","x: 378.9464, y: 220.5150, conf: 0.9804","x: 364.1731, y: 221.5012, conf: 0.9635","x: 394.1491, y: 224.2853, conf: 0.8967","x: 360.0702, y: 226.7509, conf: 0.6364","x: 411.8617, y: 270.3235, conf: 0.9895","x: 356.3437, y: 274.8603, conf: 0.9919","x: 429.3846, y: 331.5320, conf: 0.9477","x: 354.2654, y: 334.5919, conf: 0.9525","x: 430.9160, y: 392.2635, conf: 0.9219","x: 340.4672, y: 388.4451, conf: 0.9168","x: 401.7509, y: 387.6507, conf: 0.9652","x: 365.6019, y: 388.2814, conf: 0.9691","x: 398.8389, y: 464.5560, conf: 0.5339","x: 363.2305, y: 466.3414, conf: 0.5580","x: 399.6884, y: 480.0000, conf: 0.0920","x: 376.0430, y: 480.0000, conf: 0.1013"
3,"x: 370.8325, y: 228.8723, conf: 0.9910","x: 378.9254, y: 220.5516, conf: 0.9804","x: 364.1520, y: 221.5378, conf: 0.9624","x: 394.1361, y: 224.3266, conf: 0.8980","x: 360.0364, y: 226.8051, conf: 0.6289","x: 411.8036, y: 270.4728, conf: 0.9896","x: 356.4396, y: 274.9537, conf: 0.9917","x: 429.4954, y: 331.5782, conf: 0.9489","x: 354.2956, y: 334.4476, conf: 0.9510","x: 430.8748, y: 392.4250, conf: 0.9234","x: 340.6133, y: 387.8858, conf: 0.9153","x: 401.3570, y: 387.5805, conf: 0.9660","x: 365.3769, y: 388.1158, conf: 0.9691","x: 397.5769, y: 464.1930, conf: 0.5457","x: 362.5673, y: 465.8914, conf: 0.5641","x: 398.2185, y: 480.0000, conf: 0.0965","x: 375.2780, y: 480.0000, conf: 0.1048"
4,"x: 368.5878, y: 229.3479, conf: 0.9910","x: 376.3501, y: 220.8935, conf: 0.9805","x: 361.8671, y: 222.2178, conf: 0.9621","x: 391.5970, y: 224.3164, conf: 0.8970","x: 357.8080, y: 227.6257, conf: 0.6220","x: 409.9310, y: 270.7584, conf: 0.9892","x: 354.2659, y: 275.8265, conf: 0.9910","x: 426.1880, y: 332.4167, conf: 0.9480","x: 352.7115, y: 335.7709, conf: 0.9472","x: 424.6156, y: 390.7105, conf: 0.9208","x: 337.9994, y: 390.0411, conf: 0.9082","x: 399.7523, y: 389.1822, conf: 0.9631","x: 362.7174, y: 389.9109, conf: 0.9658","x: 397.1343, y: 467.8557, conf: 0.5021","x: 356.6783, y: 469.8488, conf: 0.5134","x: 400.0045, y: 480.0000, conf: 0.0801","x: 368.4608, y: 480.0000, conf: 0.0853"
5,"x: 366.9723, y: 230.4639, conf: 0.9914","x: 374.7214, y: 221.9517, conf: 0.9803","x: 360.0300, y: 223.2766, conf: 0.9649","x: 389.5965, y: 225.4886, conf: 0.8890","x: 355.2628, y: 228.7871, conf: 0.6484","x: 407.6660, y: 271.9652, conf: 0.9894","x: 351.5899, y: 277.2742, conf: 0.9916","x: 423.9962, y: 333.5638, conf: 0.9473","x: 349.4211, y: 337.3066, conf: 0.9507","x: 422.0639, y: 393.2141, conf: 0.9203","x: 335.4160, y: 391.3410, conf: 0.9139","x: 399.0727, y: 390.0741, conf: 0.9639","x: 362.0247, y: 391.1662, conf: 0.9676","x: 396.8851, y: 468.9175, conf: 0.5067","x: 358.0437, y: 471.3754, conf: 0.5257","x: 399.2465, y: 480.0000, conf: 0.0809","x: 370.6149, y: 480.0000, conf: 0.0875"
6,"x: 366.9868, y: 230.4579, conf: 0.9914","x: 374.7715, y: 221.9322, conf: 0.9804","x: 360.0220, y: 223.2618, conf: 0.9653","x: 389.6878, y: 225.4678, conf: 0.8894","x: 355.2233, y: 228.7899, conf: 0.6494","x: 407.6335, y: 271.8694, conf: 0.9894","x: 351.6004, y: 277.3177, conf: 0.9917","x: 424.0272, y: 333.3536, conf: 0.9473","x: 349.4429, y: 337.4467, conf: 0.9514","x: 422.1095, y: 392.9637, conf: 0.9205","x: 335.2243, y: 391.7234, conf: 0.9148","x: 399.0034, y: 389.7411, conf: 0.9642","x: 361.9225, y: 390.8849, conf: 0.9681","x: 396.9894, y: 468.7193, conf: 0.5101","x: 357.7243, y: 471.2119, conf: 0.5304","x: 399.8364, y: 480.0000, conf: 0.0820","x: 370.3523, y: 480.0000, conf: 0.0890"
7,"x: 365.4149, y: 229.8715, conf: 0.9908","x: 373.0054, y: 221.7529, conf: 0.9738","x: 358.5784, y: 222.9191, conf: 0.9703","x: 387.8682, y: 224.9049, conf: 0.8399","x: 353.9757, y: 227.2030, conf: 0.7296","x: 405.1298, y: 271.8001, conf: 0.9818","x: 349.0334, y: 275.6104, conf: 0.9928","x: 423.7060, y: 333.9150, conf: 0.9090","x: 346.7551, y: 338.0811, conf: 0.9627","x: 422.6638, y: 394.1019, conf: 0.8968","x: 334.4669, y: 393.8036, conf: 0.9386","x: 394.6969, y: 390.1220, conf: 0.9228","x: 358.1313, y: 390.6525, conf: 0.9497","x: 395.3090, y: 468.9041, conf: 0.3896","x: 360.2856, y: 470.6707, conf: 0.5006","x: 394.4216, y: 480.0000, conf: 0.0531","x: 369.5997, y: 480.0000, conf: 0.0730"
8,"x: 365.4263, y: 229.8727, conf: 0.9907","x: 373.0001, y: 221.7509, conf: 0.9738","x: 358.5943, y: 222.9144, conf: 0.9702","x: 387.8573, y: 224.8804, conf: 0.8396","x: 353.9702, y: 227.1687, conf: 0.7292","x: 405.2321, y: 271.8152, conf: 0.9818","x: 348.9364, y: 275.5490, conf: 0.9927","x: 423.6838, y: 334.0929, conf: 0.9093","x: 346.7267, y: 338.0162, conf: 0.9624","x: 422.5741, y: 394.3716, conf: 0.8966","x: 334.5406, y: 393.8168, conf: 0.9382","x: 394.8586, y: 390.1115, conf: 0.9225","x: 358.0674, y: 390.6217, conf: 0.9493","x: 395.7780, y: 468.6108, conf: 0.3880","x: 359.9453, y: 470.3692, conf: 0.4979","x: 394.9169, y: 480.0000, conf: 0.0528","x: 369.0417, y: 480.0000, conf: 0.0725"
9,"x: 364.2914, y: 230.4494, conf: 0.9911","x: 371.4243, y: 222.1329, conf: 0.9723","x: 356.9934, y: 223.7504, conf: 0.9733","x: 385.2741, y: 224.9964, conf: 0.8189","x: 351.3073, y: 228.3708, conf: 0.7611","x: 402.7964, y: 271.9510, conf: 0.9821","x: 346.7036, y: 276.4774, conf: 0.9932","x: 422.5099, y: 333.3456, conf: 0.9069","x: 344.3760, y: 337.9596, conf: 0.9649","x: 422.2035, y: 394.5850, conf: 0.8956","x: 333.5331, y: 394.4698, conf: 0.9422","x: 393.1052, y: 390.4470, conf: 0.9253","x: 357.0369, y: 391.4157, conf: 0.9528","x: 392.2676, y: 469.9032, conf: 0.3991","x: 360.4968, y: 472.3899, conf: 0.5180","x: 390.1991, y: 480.0000, conf: 0.0546","x: 370.0469, y: 480.0000, conf: 0.0758"
10,"x: 364.3353, y: 230.4506, conf: 0.9911","x: 371.4842, y: 222.1531, conf: 0.9723","x: 357.0692, y: 223.7296, conf: 0.9733","x: 385.3300, y: 225.0157, conf: 0.8185","x: 351.4196, y: 228.2910, conf: 0.7611","x: 402.7691, y: 271.9122, conf: 0.9822","x: 346.8021, y: 276.4099, conf: 0.9932","x: 422.5322, y: 333.3363, conf: 0.9071","x: 344.4882, y: 337.9669, conf: 0.9649","x: 422.2081, y: 394.6018, conf: 0.8955","x: 333.4647, y: 394.2508, conf: 0.9421","x: 393.0747, y: 390.6817, conf: 0.9256","x: 357.1343, y: 391.6288, conf: 0.9530","x: 392.0736, y: 470.1113, conf: 0.3989","x: 360.7430, y: 472.5501, conf: 0.5178","x: 389.8551, y: 480.0000, conf: 0.0544","x: 370.3790, y: 480.0000, conf: 0.0757"
11,"x: 363.8404, y: 230.1902, conf: 0.9913","x: 370.7626, y: 221.8716, conf: 0.9711","x: 356.2922, y: 223.6751, conf: 0.9753","x: 383.9323, y: 224.9019, conf: 0.8018","x: 349.7549, y: 228.7143, conf: 0.7833","x: 401.6500, y: 271.7380, conf: 0.9821","x: 344.7484, y: 276.8401, conf: 0.9935","x: 422.0421, y: 332.5855, conf: 0.9038","x: 342.1974, y: 338.2278, conf: 0.9663","x: 422.9003, y: 394.0916, conf: 0.8920","x: 333.0620, y: 394.7822, conf: 0.9437","x: 393.0740, y: 389.5471, conf: 0.9250","x: 356.7458, y: 390.9016, conf: 0.9539","x: 391.1957, y: 469.4272, conf: 0.3966","x: 360.5160, y: 472.4567, conf: 0.5217","x: 388.0601, y: 480.0000, conf: 0.0540","x: 370.0989, y: 480.0000, conf: 0.0758"
12,"x: 363.0403, y: 230.8892, conf: 0.9922","x: 370.5240, y: 222.3410, conf: 0.9795","x: 355.5864, y: 223.8934, conf: 0.9701","x: 384.2372, y: 225.8716, conf: 0.8684","x: 349.3267, y: 229.7214, conf: 0.7059","x: 402.4379, y: 270.6362, conf: 0.9910","x: 344.8274, y: 277.8919, conf: 0.9931","x: 422.0123, y: 330.2966, conf: 0.9521","x: 341.1119, y: 339.4596, conf: 0.9577","x: 423.6208, y: 390.2993, conf: 0.9270","x: 329.6637, y: 395.0034, conf: 0.9247","x: 395.5184, y: 387.7043, conf: 0.9715","x: 358.6877, y: 390.0076, conf: 0.9749","x: 389.6578, y: 468.2114, conf: 0.5781","x: 357.0128, y: 472.1642, conf: 0.5999","x: 388.4700, y: 480.0000, conf: 0.1009","x: 370.7787, y: 480.0000, conf: 0.1088"
13,"x: 362.3076, y: 231.1621, conf: 0.9917","x: 369.8739, y: 222.9611, conf: 0.9797","x: 355.5016, y: 224.0972, conf: 0.9656","x: 384.0237, y: 226.7745, conf: 0.8816","x: 350.3635, y: 229.6158, conf: 0.6703","x: 402.7029, y: 271.5623, conf: 0.9915","x: 345.2901, y: 278.1384, conf: 0.9924","x: 422.0648, y: 331.3828, conf: 0.9554","x: 341.4952, y: 340.1377, conf: 0.9524","x: 423.1161, y: 391.2800, conf: 0.9291","x: 330.1454, y: 395.8714, conf: 0.9159","x: 395.6784, y: 388.1413, conf: 0.9726","x: 358.8459, y: 390.0583, conf: 0.9741","x: 390.0903, y: 468.4751, conf: 0.5899","x: 356.7994, y: 471.6990, conf: 0.5943","x: 387.9656, y: 480.0000, conf: 0.1061","x: 369.7151, y: 480.0000, conf: 0.1100"
14,"x: 363.0370, y: 230.3963, conf: 0.9908","x: 369.9538, y: 222.1547, conf: 0.9713","x: 355.6026, y: 223.9533, conf: 0.9732","x: 383.2164, y: 225.2299, conf: 0.8075","x: 349.2271, y: 229.0156, conf: 0.7661","x: 401.5039, y: 271.4050, conf: 0.9821","x: 343.8663, y: 276.8217, conf: 0.9926","x: 422.1281, y: 331.5098, conf: 0.9074","x: 341.1511, y: 337.4481, conf: 0.9617","x: 423.9390, y: 393.5232, conf: 0.8935","x: 332.0617, y: 392.4803, conf: 0.9380","x: 393.6741, y: 388.9987, conf: 0.9226","x: 356.6879, y: 390.5460, conf: 0.9491","x: 392.0067, y: 469.0232, conf: 0.3838","x: 359.3777, y: 472.4929, conf: 0.4918","x: 389.0034, y: 480.0000, conf: 0.0508","x: 368.5515, y: 480.0000, conf: 0.0686"
15,"x: 363.0178, y: 230.4159, conf: 0.9909","x: 369.9420, y: 222.1622, conf: 0.9713","x: 355.5584, y: 223.9856, conf: 0.9733","x: 383.2028, y: 225.2610, conf: 0.8077","x: 349.1624, y: 229.1060, conf: 0.7663","x: 401.4197, y: 271.4301, conf: 0.9820","x: 343.8358, y: 276.9390, conf: 0.9926","x: 422.0250, y: 331.3556, conf: 0.9073","x: 341.0780, y: 337.5812, conf: 0.9619","x: 423.9242, y: 393.1156, conf: 0.8933","x: 332.0569, y: 392.7279, conf: 0.9381","x: 393.6396, y: 389.4377, conf: 0.9224","x: 356.6668, y: 391.0283, conf: 0.9491","x: 392.0321, y: 469.1618, conf: 0.3816","x: 359.3113, y: 472.6627, conf: 0.4900","x: 389.1905, y: 480.0000, conf: 0.0505","x: 368.4723, y: 480.0000, conf: 0.0682"
16,"x: 362.3500, y: 229.8684, conf: 0.9920","x: 369.5783, y: 221.6617, conf: 0.9788","x: 355.3663, y: 223.1323, conf: 0.9696","x: 383.0019, y: 225.6977, conf: 0.8701","x: 349.8907, y: 229.2690, conf: 0.7117","x: 402.6553, y: 270.1473, conf: 0.9907","x: 344.2451, y: 277.4729, conf: 0.9932","x: 422.2932, y: 328.6741, conf: 0.9497","x: 341.4071, y: 337.9739, conf: 0.9586","x: 427.1190, y: 390.0525, conf: 0.9179","x: 329.5989, y: 392.9096, conf: 0.9206","x: 396.7540, y: 388.6102, conf: 0.9681","x: 358.7648, y: 391.0088, conf: 0.9727","x: 393.6531, y: 467.8306, conf: 0.5110","x: 355.2635, y: 472.1909, conf: 0.5416","x: 391.8095, y: 480.0000, conf: 0.0784","x: 367.1228, y: 480.0000, conf: 0.0863"
17,"x: 362.3251, y: 229.8491, conf: 0.9920","x: 369.5743, y: 221.6472, conf: 0.9788","x: 355.3443, y: 223.1165, conf: 0.9696","x: 383.0332, y: 225.6747, conf: 0.8705","x: 349.8708, y: 229.2463, conf: 0.7115","x: 402.6736, y: 270.0400, conf: 0.9907","x: 344.2372, y: 277.4419, conf: 0.9932","x: 422.2341, y: 328.5120, conf: 0.9496","x: 341.4374, y: 337.9677, conf: 0.9589","x: 426.7253, y: 389.7657, conf: 0.9181","x: 329.5662, y: 392.9935, conf: 0.9211","x: 396.8469, y: 388.2460, conf: 0.9683","x: 358.8488, y: 390.6708, conf: 0.9730","x: 393.6766, y: 467.5808, conf: 0.5155","x: 355.3529, y: 471.9371, conf: 0.5468","x: 391.8461, y: 480.0000, conf: 0.0798","x: 367.3354, y: 480.0000, conf: 0.0881"
18,"x: 362.6224, y: 229.5476, conf: 0.9914","x: 370.0261, y: 221.3374, conf: 0.9752","x: 355.4572, y: 222.6353, conf: 0.9727","x: 383.4370, y: 225.2889, conf: 0.8309","x: 349.0931, y: 228.1504, conf: 0.7429","x: 402.4296, y: 270.5302, conf: 0.9861","x: 342.9004, y: 277.0328, conf: 0.9914","x: 422.7529, y: 328.9915, conf: 0.9263","x: 341.3326, y: 337.5119, conf: 0.9524","x: 429.2314, y: 390.0932, conf: 0.8988","x: 330.7392, y: 392.8483, conf: 0.9204","x: 397.4605, y: 389.1940, conf: 0.9366","x: 358.6501, y: 391.5216, conf: 0.9507","x: 396.7899, y: 467.6283, conf: 0.3804","x: 357.9604, y: 471.8256, conf: 0.4379","x: 393.3867, y: 480.0000, conf: 0.0490","x: 368.8283, y: 480.0000, conf: 0.0577"
19,"x: 361.8893, y: 228.9681, conf: 0.9913","x: 369.7446, y: 220.8470, conf: 0.9766","x: 354.9904, y: 221.7612, conf: 0.9706","x: 384.0314, y: 224.9627, conf: 0.8500","x: 349.3815, y: 226.8846, conf: 0.7195","x: 403.2010, y: 270.3887, conf: 0.9863","x: 343.4717, y: 276.2122, conf: 0.9913","x: 423.5915, y: 328.4996, conf: 0.9276","x: 341.6266, y: 336.6138, conf: 0.9515","x: 430.7995, y: 391.2502, conf: 0.8994","x: 331.3042, y: 394.5228, conf: 0.9181","x: 398.6093, y: 389.9012, conf: 0.9381","x: 359.6920, y: 391.8615, conf: 0.9513","x: 397.1446, y: 468.7743, conf: 0.3818","x: 358.5952, y: 472.2068, conf: 0.4375","x: 393.0443, y: 480.0000, conf: 0.0495","x: 369.2484, y: 480.0000, conf: 0.0584"
20,"x: 361.8909, y: 228.9611, conf: 0.9913","x: 369.7419, y: 220.8321, conf: 0.9766","x: 354.9956, y: 221.7449, conf: 0.9705","x: 384.0390, y: 224.9105, conf: 0.8503","x: 349.3925, y: 226.8309, conf: 0.7186","x: 403.2469, y: 270.4014, conf: 0.9864","x: 343.4933, y: 276.1581, conf: 0.9913","x: 423.6807, y: 328.6213, conf: 0.9277","x: 341.6341, y: 336.5510, conf: 0.9513","x: 430.7457, y: 391.4135, conf: 0.8998","x: 331.3281, y: 394.4852, conf: 0.9180","x: 398.5242, y: 389.6888, conf: 0.9385","x: 359.6599, y: 391.6021, conf: 0.9516","x: 396.7449, y: 468.6080, conf: 0.3863","x: 358.6334, y: 471.9815, conf: 0.4416","x: 392.5093, y: 480.0000, conf: 0.0504","x: 369.4886, y: 480.0000, conf: 0.0595"
21,"x: 362.4718, y: 228.3345, conf: 0.9919","x: 370.5362, y: 220.2744, conf: 0.9803","x: 355.5786, y: 221.0208, conf: 0.9678","x: 384.8179, y: 225.2276, conf: 0.8806","x: 350.0279, y: 227.0591, conf: 0.6813","x: 403.8807, y: 270.5759, conf: 0.9908","x: 344.6114, y: 276.8660, conf: 0.9925","x: 424.0095, y: 329.8202, conf: 0.9512","x: 342.6050, y: 338.9459, conf: 0.9543","x: 431.6432, y: 391.0376, conf: 0.9193","x: 331.2474, y: 394.3384, conf: 0.9143","x: 399.8312, y: 389.3836, conf: 0.9672","x: 361.2859, y: 391.4360, conf: 0.9705","x: 396.3453, y: 468.3611, conf: 0.5049","x: 357.9331, y: 471.7613, conf: 0.5234","x: 394.4222, y: 480.0000, conf: 0.0776","x: 370.6119, y: 480.0000, conf: 0.0834"
22,"x: 362.4758, y: 228.3268, conf: 0.9920","x: 370.5292, y: 220.2573, conf: 0.9803","x: 355.5326, y: 221.0289, conf: 0.9682","x: 384.7535, y: 225.2141, conf: 0.8797","x: 349.8754, y: 227.1093, conf: 0.6850","x: 403.7634, y: 270.5884, conf: 0.9908","x: 344.5591, y: 276.8570, conf: 0.9926","x: 423.9737, y: 329.7825, conf: 0.9511","x: 342.6713, y: 338.7708, conf: 0.9551","x: 431.5523, y: 390.8064, conf: 0.9196","x: 331.3110, y: 394.0651, conf: 0.9157","x: 399.7160, y: 389.2595, conf: 0.9676","x: 361.2310, y: 391.2952, conf: 0.9711","x: 396.1003, y: 468.1548, conf: 0.5106","x: 357.8612, y: 471.5272, conf: 0.5310","x: 394.2919, y: 480.0000, conf: 0.0794","x: 370.6669, y: 480.0000, conf: 0.0857"
23,"x: 362.9515, y: 228.5123, conf: 0.9921","x: 370.7768, y: 220.3525, conf: 0.9793","x: 355.9444, y: 221.2056, conf: 0.9698","x: 384.5002, y: 224.8842, conf: 0.8667","x: 349.7390, y: 226.9476, conf: 0.7018","x: 403.1779, y: 270.0157, conf: 0.9909","x: 344.4452, y: 276.8103, conf: 0.9927","x: 424.6543, y: 329.5440, conf: 0.9511","x: 343.0961, y: 339.4187, conf: 0.9555","x: 430.6370, y: 391.9130, conf: 0.9201","x: 332.0057, y: 394.9456, conf: 0.9173","x: 399.7686, y: 388.3374, conf: 0.9679","x: 361.5663, y: 390.6331, conf: 0.9714","x: 396.9071, y: 466.9117, conf: 0.5232","x: 358.9777, y: 470.4440, conf: 0.5435","x: 396.1238, y: 480.0000, conf: 0.0839","x: 372.0392, y: 480.0000, conf: 0.0902"
24,"x: 362.8698, y: 228.5254, conf: 0.9921","x: 370.7054, y: 220.3745, conf: 0.9795","x: 355.8901, y: 221.2292, conf: 0.9693","x: 384.4845, y: 224.8971, conf: 0.8687","x: 349.7744, y: 226.9755, conf: 0.6978","x: 403.1467, y: 269.8704, conf: 0.9909","x: 344.4711, y: 276.8810, conf: 0.9927","x: 424.5684, y: 329.1255, conf: 0.9518","x: 343.0479, y: 339.5452, conf: 0.9553","x: 430.5533, y: 391.3464, conf: 0.9211","x: 331.9289, y: 395.0699, conf: 0.9170","x: 399.7951, y: 388.1319, conf: 0.9686","x: 361.6269, y: 390.5311, conf: 0.9718","x: 396.9958, y: 466.7444, conf: 0.5300","x: 359.0926, y: 470.3999, conf: 0.5483","x: 396.2707, y: 480.0000, conf: 0.0860","x: 372.1850, y: 480.0000, conf: 0.0920"
25,"x: 363.7017, y: 228.5012, conf: 0.9922","x: 371.3490, y: 220.0619, conf: 0.9796","x: 356.2447, y: 221.4893, conf: 0.9705","x: 385.0138, y: 224.5339, conf: 0.8679","x: 349.7340, y: 228.0219, conf: 0.7025","x: 403.9315, y: 269.9180, conf: 0.9902","x: 345.3812, y: 277.5908, conf: 0.9927","x: 425.2864, y: 329.3241, conf: 0.9491","x: 344.0338, y: 339.4778, conf: 0.9565","x: 429.5732, y: 389.6702, conf: 0.9189","x: 332.1860, y: 394.2081, conf: 0.9191","x: 400.1380, y: 389.1073, conf: 0.9654","x: 361.7986, y: 391.7195, conf: 0.9700","x: 398.1148, y: 467.4245, conf: 0.4942","x: 358.6380, y: 471.4719, conf: 0.5210","x: 399.8417, y: 480.0000, conf: 0.0750","x: 371.9710, y: 480.0000, conf: 0.0820"
26,"x: 363.7227, y: 228.5532, conf: 0.9922","x: 371.3262, y: 220.1029, conf: 0.9796","x: 356.2411, y: 221.5616, conf: 0.9708","x: 384.9171, y: 224.5534, conf: 0.8664","x: 349.6678, y: 228.1154, conf: 0.7055","x: 403.8561, y: 269.9340, conf: 0.9902","x: 345.3501, y: 277.6588, conf: 0.9927","x: 425.3094, y: 329.3349, conf: 0.9489","x: 344.0573, y: 339.5302, conf: 0.9567","x: 429.5738, y: 389.6674, conf: 0.9187","x: 332.2152, y: 394.2295, conf: 0.9195","x: 400.1365, y: 389.0851, conf: 0.9654","x: 361.8280, y: 391.7230, conf: 0.9700","x: 398.1068, y: 467.4044, conf: 0.4934","x: 358.6499, y: 471.4917, conf: 0.5209","x: 399.8824, y: 480.0000, conf: 0.0747","x: 371.9746, y: 480.0000, conf: 0.0818"
27,"x: 363.4961, y: 228.2911, conf: 0.9918","x: 371.4868, y: 219.9366, conf: 0.9771","x: 356.2953, y: 220.9314, conf: 0.9727","x: 385.7417, y: 224.0323, conf: 0.8483","x: 350.0157, y: 226.2415, conf: 0.7298","x: 404.1603, y: 269.6077, conf: 0.9870","x: 344.8141, y: 276.2720, conf: 0.9923","x: 425.8962, y: 328.2187, conf: 0.9319","x: 343.0702, y: 338.6246, conf: 0.9571","x: 429.4745, y: 386.0047, conf: 0.9102","x: 332.1512, y: 395.0399, conf: 0.9285","x: 400.3287, y: 388.2261, conf: 0.9477","x: 361.3845, y: 390.5054, conf: 0.9598","x: 400.4082, y: 467.1817, conf: 0.4521","x: 360.6017, y: 470.2832, conf: 0.5139","x: 400.7307, y: 480.0000, conf: 0.0652","x: 372.4345, y: 480.0000, conf: 0.0778"
28,"x: 363.7525, y: 228.0111, conf: 0.9920","x: 371.7151, y: 219.7921, conf: 0.9801","x: 356.6840, y: 220.8781, conf: 0.9685","x: 385.8815, y: 224.5152, conf: 0.8797","x: 350.7144, y: 227.2275, conf: 0.6809","x: 405.1295, y: 269.2794, conf: 0.9907","x: 345.7127, y: 277.4022, conf: 0.9927","x: 427.8139, y: 326.9478, conf: 0.9520","x: 343.9627, y: 339.6757, conf: 0.9554","x: 428.8678, y: 383.2663, conf: 0.9264","x: 332.1330, y: 395.3566, conf: 0.9196","x: 401.2599, y: 386.4026, conf: 0.9694","x: 362.6541, y: 389.1098, conf: 0.9725","x: 398.7092, y: 465.2099, conf: 0.5521","x: 360.8698, y: 468.5035, conf: 0.5704","x: 400.1808, y: 480.0000, conf: 0.0933","x: 375.6998, y: 480.0000, conf: 0.1006"
29,"x: 363.7676, y: 227.9855, conf: 0.9920","x: 371.7333, y: 219.8263, conf: 0.9800","x: 356.7329, y: 220.8522, conf: 0.9685","x: 385.7984, y: 224.6594, conf: 0.8783","x: 350.6802, y: 227.2281, conf: 0.6820","x: 405.0283, y: 269.3109, conf: 0.9909","x: 345.4749, y: 277.4044, conf: 0.9927","x: 427.8792, y: 326.8486, conf: 0.9527","x: 343.8756, y: 339.7124, conf: 0.9551","x: 428.8884, y: 383.1802, conf: 0.9269","x: 332.0732, y: 395.4127, conf: 0.9190","x: 401.2464, y: 386.5413, conf: 0.9697","x: 362.5384, y: 389.2435, conf: 0.9726","x: 398.7542, y: 465.3147, conf: 0.5531","x: 360.7539, y: 468.5550, conf: 0.5692","x: 400.1227, y: 480.0000, conf: 0.0933","x: 375.5820, y: 480.0000, conf: 0.1000"
30,"x: 364.2727, y: 228.0050, conf: 0.9923","x: 372.1125, y: 219.6966, conf: 0.9800","x: 357.0341, y: 220.9267, conf: 0.9706","x: 386.0606, y: 224.2915, conf: 0.8724","x: 350.7391, y: 227.3441, conf: 0.6967","x: 405.1545, y: 268.7483, conf: 0.9906","x: 346.0286, y: 277.4757, conf: 0.9929","x: 427.9330, y: 325.2907, conf: 0.9513","x: 344.3090, y: 339.7213, conf: 0.9579","x: 428.3166, y: 378.5155, conf: 0.9261","x: 332.0127, y: 395.7638, conf: 0.9227","x: 401.6316, y: 387.4047, conf: 0.9695","x: 362.7752, y: 390.3799, conf: 0.9733","x: 400.3851, y: 467.0866, conf: 0.5378","x: 360.0509, y: 470.4924, conf: 0.5619","x: 402.1435, y: 480.0000, conf: 0.0869","x: 372.4871, y: 480.0000, conf: 0.0948"
31,"x: 364.1935, y: 227.9951, conf: 0.9923","x: 372.0584, y: 219.6775, conf: 0.9802","x: 356.9626, y: 220.9113, conf: 0.9704","x: 386.0987, y: 224.2598, conf: 0.8749","x: 350.7423, y: 227.3277, conf: 0.6935","x: 405.1454, y: 268.7757, conf: 0.9906","x: 346.1156, y: 277.4907, conf: 0.9930","x: 427.9160, y: 325.2940, conf: 0.9516","x: 344.3381, y: 339.6586, conf: 0.9579","x: 428.3144, y: 378.5343, conf: 0.9268","x: 332.0208, y: 395.7713, conf: 0.9229","x: 401.6213, y: 387.1488, conf: 0.9699","x: 362.8156, y: 390.1223, conf: 0.9736","x: 400.4911, y: 466.8015, conf: 0.5443","x: 360.1187, y: 470.1932, conf: 0.5678","x: 402.7503, y: 480.0000, conf: 0.0893","x: 372.8812, y: 480.0000, conf: 0.0974"
